SMILES,MP
Fc1ccc(cc1)C=NN=c1sc(nn1c1ccccc1)C(=O)c1ccc(cc1)Cl,151.0
O=C(C1=CC=C(Cl)C=C1)C1=NN(C2=CC=CC=C2)C(=NN=CC2=CC=C(F)C=C2)S1,151.0
O=C(c1ccc(Cl)cc1)c1nn(-c2ccccc2)c(=NN=Cc2ccc(F)cc2)s1,151.0
[O]=[C]([c]1[cH][cH][c]([Cl])[cH][cH]1)[c]1[n][n](-[c]2[cH][cH][cH][cH][cH]2)[c](=[N][N]=[CH][c]2[cH][cH][c]([F])[cH][cH]2)[s]1,151.0
O=C(c1c(F)c(F)c(c(c1F)F)F)c1c(F)c(F)c(c(c1F)F)F,93.0
O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C1=C(F)C(F)=C(F)C(F)=C1F,93.0
O=C(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,93.0
[O]=[C]([c]1[c]([F])[c]([F])[c]([F])[c]([F])[c]1[F])[c]1[c]([F])[c]([F])[c]([F])[c]([F])[c]1[F],93.0
COP(=S)(Oc1ccc(c(c1)Cl)[N+](=O)[O-])OC,21.0
COP(=S)(OC)OC1=CC=C([N+](=O)[O-])C(Cl)=C1,21.0
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,21.0
[CH3][O][P](=[S])([O][CH3])[O][c]1[cH][cH][c]([N+](=[O])[O-])[c]([Cl])[cH]1,21.0
COP(=S)(OC)OC1=CC(Cl)=C([N+](=O)[O-])C=C1,21.0
c1ccc(cc1)c1ncc2c(c1)cccc2,103.0
C1=CC=C(C2=NC=C3C=CC=CC3=C2)C=C1,103.0
c1ccc(-c2cc3ccccc3cn2)cc1,103.0
[cH]1[cH][cH][c](-[c]2[cH][c]3[cH][cH][cH][cH][c]3[cH][n]2)[cH][cH]1,103.0
C1=CC=C(C2=CC3=CC=CC=C3C=N2)C=C1,103.0
CC1=C(O)C(=O)c2c(C1=O)cccc2,173.5
CC1=C(O)C(=O)C2=C(C=CC=C2)C1=O,173.5
CC1=C(O)C(=O)c2ccccc2C1=O,173.5
[CH3][C]1=[C]([OH])[C](=[O])[c]2[cH][cH][cH][cH][c]2[C]1=[O],173.5
CC1=C(O)C(=O)C2=CC=CC=C2C1=O,173.5
C=C1C(=O)C(O)=c2ccccc2=C1O,173.5
C=C1C(=O)c2ccccc2C(=O)C1O,173.5
C=C1C(=O)c2ccccc2C(O)=C1O,173.5
C=C1C(=O)c2ccccc2C(O)C1=O,173.5
CC1=C(O)c2ccccc2C(=O)C1=O,173.5
CC1C(=O)C(=O)c2ccccc2C1=O,173.5
CCC(c1ccccc1OC(=O)NC)C,31.5
CCC(C)C1=CC=CC=C1OC(=O)NC,31.5
CCC(C)c1ccccc1OC(=O)NC,31.5
[CH3][CH2][CH]([CH3])[c]1[cH][cH][cH][cH][c]1[O][C](=[O])[NH][CH3],31.5
CCC(C)c1ccccc1OC(O)=NC,31.5
CCC(C)C1=CC=CC=C1OC(O)=NC,31.5
Cc1cc(c(c(c1CC1=NCCN1)C)O)C(C)(C)C,182.0
CC1=CC(C(C)(C)C)=C(O)C(C)=C1CC1=NCCN1,182.0
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,182.0
[CH3][c]1[cH][c]([C]([CH3])([CH3])[CH3])[c]([OH])[c]([CH3])[c]1[CH2][C]1=[N][CH2][CH2][NH]1,182.0
CC1=C(C=C2NCCN2)C(C)C(=O)C(C(C)(C)C)=C1,182.0
CC1=C(C=C2NCCN2)C(C)C=C(C(C)(C)C)C1=O,182.0
CC1=C(CC2=NCCN2)C(C)C(=O)C(C(C)(C)C)=C1,182.0
CC1=C(CC2=NCCN2)C(C)C=C(C(C)(C)C)C1=O,182.0
CC1=C(O)C(C(C)(C)C)=CC(C)C1=CC1=NCCN1,182.0
CC1=CC(C(C)(C)C)=C(O)C(C)C1=CC1=NCCN1,182.0
CC1=CC(C(C)(C)C)C(=O)C(C)=C1C=C1NCCN1,182.0
CC1=CC(C(C)(C)C)C(=O)C(C)=C1CC1=NCCN1,182.0
CC1=CC(C(C)(C)C)C(=O)C(C)C1=CC1=NCCN1,182.0
CC1=CC(C(C)(C)C)C(O)=C(C)C1=CC1=NCCN1,182.0
CC1C=C(C(C)(C)C)C(=O)C(C)C1=CC1=NCCN1,182.0
Cc1cc(C(C)(C)C)c(O)c(C)c1C=C1NCCN1,182.0
OC1C2CCC1C1OC2C=C1,122.0
OC1C2CCC1C1C=CC2O1,122.0
[OH][CH]1[CH]2[CH2][CH2][CH]1[CH]1[CH]=[CH][CH]2[O]1,122.0
Brc1ccc(cc1)Br,88.0
BrC1=CC=C(Br)C=C1,88.0
Brc1ccc(Br)cc1,88.0
[Br][c]1[cH][cH][c]([Br])[cH][cH]1,88.0
c1ccc2c(c1)o[bH]o2,12.0
B1OC2=CC=CC=C2O1,12.0
B1Oc2ccccc2O1,12.0
[BH]1[O][c]2[cH][cH][cH][cH][c]2[O]1,12.0
CNC(=O)C=C(OP(=O)(OC)OC)C,55.0
CNC(=O)C=C(C)OP(=O)(OC)OC,55.0
[CH3][NH][C](=[O])[CH]=[C]([CH3])[O][P](=[O])([O][CH3])[O][CH3],55.0
CN=C(O)C=C(C)OP(=O)(OC)OC,55.0
OC(=O)c1ccc(c(c1C)F)F,154.0
CC1=C(F)C(F)=CC=C1C(=O)O,154.0
Cc1c(C(=O)O)ccc(F)c1F,154.0
[CH3][c]1[c]([C](=[O])[OH])[cH][cH][c]([F])[c]1[F],154.0
CC1=C(C(=O)O)C=CC(F)=C1F,154.0
Cc1cccc(c1)NN=C1C(=O)N(C)C(=O)N(C1=O)C,229.0
CC1=CC=CC(NN=C2C(=O)N(C)C(=O)N(C)C2=O)=C1,229.0
Cc1cccc(NN=C2C(=O)N(C)C(=O)N(C)C2=O)c1,229.0
[CH3][c]1[cH][cH][cH][c]([NH][N]=[C]2[C](=[O])[N]([CH3])[C](=[O])[N]([CH3])[C]2=[O])[cH]1,229.0
CC1=CC(NN=C2C(=O)N(C)C(=O)N(C)C2=O)=CC=C1,229.0
Cc1cccc(N=NC2C(=O)N(C)C(=O)N(C)C2=O)c1,229.0
Cc1cccc(N=Nc2c(O)n(C)c(=O)n(C)c2=O)c1,229.0
Clc1cccc(c1/C=C[N+](=O)[O-])Cl,65.0
O=[N+]([O-])C=C/C1=C(Cl)C=CC=C1Cl,65.0
O=[N+]([O-])C=C/c1c(Cl)cccc1Cl,65.0
[O]=[N+]([O-])[CH]=[CH]/[c]1[c]([Cl])[cH][cH][cH][c]1[Cl],65.0
O=[N+]([O-])C=Cc1c(Cl)cccc1Cl,65.0
[O-][N+](O)=C=Cc1c(Cl)cccc1Cl,65.0
NCc1ccc(cc1)C,12.0
CC1=CC=C(CN)C=C1,12.0
Cc1ccc(CN)cc1,12.0
[CH3][c]1[cH][cH][c]([CH2][NH2])[cH][cH]1,12.0
N#CC1=C(N)n2nc(nc2NC1c1ccc(cc1Cl)Cl)C(F)(F)F,306.0
N#CC1=C(N)N2N=C(C(F)(F)F)N=C2NC1C1=CC=C(Cl)C=C1Cl,306.0
N#CC1=C(N)n2nc(C(F)(F)F)nc2NC1c1ccc(Cl)cc1Cl,306.0
[N]#[C][C]1=[C]([NH2])[n]2[n][c]([C]([F])([F])[F])[n][c]2[NH][CH]1[c]1[cH][cH][c]([Cl])[cH][c]1[Cl],306.0
N#CC1=C(N)N2NC(C(F)(F)F)=NC2=NC1c1ccc(Cl)cc1Cl,306.0
N#CC1=C(N)N2NC(C(F)(F)F)=NC2=NC1C1=C(Cl)C=C(Cl)C=C1,306.0
N#CC1=C(N)N2N=C(C(F)(F)F)NC2=NC1c1ccc(Cl)cc1Cl,306.0
N#CC1C(=N)N2N=C(C(F)(F)F)NC2=NC1c1ccc(Cl)cc1Cl,306.0
N#CC1C(=N)N2NC(C(F)(F)F)=NC2=NC1c1ccc(Cl)cc1Cl,306.0
N#CC1C(=N)n2nc(C(F)(F)F)nc2NC1c1ccc(Cl)cc1Cl,306.0
OC1CCC2(C(C1)(C)CCC1C2CCC2(C1CC(C2)(O)C(O)C)C)C,221.0
CC(O)C1(O)CC2C3CCC4(C)CC(O)CCC4(C)C3CCC2(C)C1,221.0
[CH3][CH]([OH])[C]1([OH])[CH2][CH]2[CH]3[CH2][CH2][C]4([CH3])[CH2][CH]([OH])[CH2][CH2][C]4([CH3])[CH]3[CH2][CH2][C]2([CH3])[CH2]1,221.0
N#Cc1ncccc1I,99.0
N#CC1=NC=CC=C1I,99.0
[N]#[C][c]1[n][cH][cH][cH][c]1[I],99.0
N#CC1=C(I)C=CC=N1,99.0
Nc1ccc2c(c1)oc(=O)cc2C,227.0
CC1=CC(=O)OC2=CC(N)=CC=C12,227.0
Cc1cc(=O)oc2cc(N)ccc12,227.0
[CH3][c]1[cH][c](=[O])[o][c]2[cH][c]([NH2])[cH][cH][c]12,227.0
CC1=CC(=O)OC2=C1C=CC(N)=C2,227.0
C=C1C=C(O)Oc2cc(N)ccc21,227.0
C=C1CC(=O)Oc2cc(N)ccc21,227.0
CC1=C2C=CC(=N)C=C2OC(=O)C1,227.0
Cc1cc(O)oc2cc(=N)ccc1-2,227.0
CCCCCCCCCCCCCCC(O)C,47.0
CCCCCCCCCCCCCCC(C)O,47.0
[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH]([CH3])[OH],47.0
CC(CCCC(C1CCC2(C1(C)CC=C1C2=CCC2C1(C)CCC(C2C)O)C)C)C,123.0
CC(C)CCCC(C)C1CCC2(C)C3=CCC4C(C)C(O)CCC4(C)C3=CCC12C,123.0
[CH3][CH]([CH3])[CH2][CH2][CH2][CH]([CH3])[CH]1[CH2][CH2][C]2([CH3])[C]3=[CH][CH2][CH]4[CH]([CH3])[CH]([OH])[CH2][CH2][C]4([CH3])[C]3=[CH][CH2][C]12[CH3],123.0
COC(=O)CC(=O)N,39.0
COC(=O)CC(N)=O,39.0
[CH3][O][C](=[O])[CH2][C]([NH2])=[O],39.0
COC(=O)CC(=N)O,39.0
COC(=O)C=C(N)O,39.0
COC(O)=CC(=N)O,39.0
COC(O)=CC(N)=O,39.0
NCCOCC1=C(C(=O)OCC)C(C(=C(N1)C)C(=O)OC)c1ccccc1Cl,178.5
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1C1=CC=CC=C1Cl,178.5
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,178.5
[CH3][CH2][O][C](=[O])[C]1=[C]([CH2][O][CH2][CH2][NH2])[NH][C]([CH3])=[C]([C](=[O])[O][CH3])[CH]1[c]1[cH][cH][cH][cH][c]1[Cl],178.5
CCOC(=O)C1=C(COCCN)N=C(C)C(=C(O)OC)C1c1ccccc1Cl,178.5
CCOC(=O)C1=C(COCCN)N=C(C)C(C(=O)OC)C1c1ccccc1Cl,178.5
CCOC(=O)C1C(COCCN)=NC(C)=C(C(=O)OC)C1c1ccccc1Cl,178.5
CCOC(O)=C1C(COCCN)=NC(C)=C(C(=O)OC)C1c1ccccc1Cl,178.5
CC(=O)C=Cc1ccc(cc1)C=CC(=O)C,163.0
CC(=O)C=CC1=CC=C(C=CC(C)=O)C=C1,163.0
CC(=O)C=Cc1ccc(C=CC(C)=O)cc1,163.0
[CH3][C](=[O])[CH]=[CH][c]1[cH][cH][c]([CH]=[CH][C]([CH3])=[O])[cH][cH]1,163.0
C=C(O)C=Cc1ccc(C=CC(=C)O)cc1,163.0
C=C(O)C=Cc1ccc(C=CC(C)=O)cc1,163.0
COC(=O)[C@@H](N1C(=O)[C@@H]2[C@H](C1=O)[C@H]1C[C@@H]2C=C1)CSSC[C@H](N1C(=O)[C@@H]2[C@H](C1=O)[C@H]1C[C@@H]2C=C1)C(=O)OC,100.0
COC(=O)[C@H](CSSC[C@@H](C(=O)OC)N1C(=O)[C@@H]2[C@H](C1=O)[C@@H]1C=C[C@H]2C1)N1C(=O)[C@@H]2[C@H](C1=O)[C@@H]1C=C[C@H]2C1,100.0
[CH3][O][C](=[O])[C@H]([CH2][S][S][CH2][C@@H]([C](=[O])[O][CH3])[N]1[C](=[O])[C@@H]2[C@H]([C]1=[O])[C@@H]1[CH]=[CH][C@H]2[CH2]1)[N]1[C](=[O])[C@@H]2[C@H]([C]1=[O])[C@@H]1[CH]=[CH][C@H]2[CH2]1,100.0
COC(=O)C(CSSCC(=C(O)OC)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1,100.0
COC(=O)C(CSSCC(=C(O)OC)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(=C(O)OC)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(=C(O)OC)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(=C(O)OC)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1,100.0
COC(=O)C(CSSCC(=C(O)OC)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(=C(O)OC)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(=C(O)OC)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(=C(O)OC)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1,100.0
COC(=O)C(CSSCC(=C(O)OC)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(=C(O)OC)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(=C(O)OC)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(=C(O)OC)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1,100.0
COC(=O)C(CSSCC(=C(O)OC)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(=C(O)OC)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(=C(O)OC)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(C(=O)OC)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1,100.0
COC(=O)C(CSSCC(C(=O)OC)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(C(=O)OC)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(C(=O)OC)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(C(=O)OC)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(C(=O)OC)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(C(=O)OC)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1,100.0
COC(=O)C(CSSCC(C(=O)OC)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(C(=O)OC)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1,100.0
COC(=O)C(CSSCC(C(=O)OC)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1,100.0
COC(O)=C(CSSCC(=C(O)OC)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1,100.0
COC(O)=C(CSSCC(=C(O)OC)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1,100.0
COC(O)=C(CSSCC(=C(O)OC)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1,100.0
COC(O)=C(CSSCC(=C(O)OC)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1,100.0
COC(O)=C(CSSCC(=C(O)OC)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1,100.0
COC(O)=C(CSSCC(=C(O)OC)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1,100.0
COC(O)=C(CSSCC(=C(O)OC)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(=C1O)[C@@H]1C=C[C@H]2C1,100.0
COC(O)=C(CSSCC(=C(O)OC)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(=C1O)[C@H]1C=C[C@@H]2C1,100.0
COC(O)=C(CSSCC(=C(O)OC)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1)N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1,100.0
COC(O)=C(CSSCC(=C(O)OC)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1)n1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1,100.0
O=C1CCCCO1,-13.0
[O]=[C]1[CH2][CH2][CH2][CH2][O]1,-13.0
OC1=CCCCO1,-13.0
CC(c1nnc(s1)NS(=O)(=O)c1ccccc1)(C)C,163.0
CC(C)(C)C1=NN=C(NS(=O)(=O)C2=CC=CC=C2)S1,163.0
CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,163.0
[CH3][C]([CH3])([CH3])[c]1[n][n][c]([NH][S](=[O])(=[O])[c]2[cH][cH][cH][cH][cH]2)[s]1,163.0
CC(C)(C)c1n[nH]c(=NS(=O)(=O)c2ccccc2)s1,163.0
OCc1ccncc1,54.0
OCC1=CC=NC=C1,54.0
[OH][CH2][c]1[cH][cH][n][cH][cH]1,54.0
Cc1cccc2c1c(C)ccc2,65.0
CC1=CC=CC2=C1C(C)=CC=C2,65.0
Cc1cccc2cccc(C)c12,65.0
[CH3][c]1[cH][cH][cH][c]2[cH][cH][cH][c]([CH3])[c]12,65.0
CC1=C2C(C)=CC=CC2=CC=C1,65.0
Nc1ccccc1F,-29.0
NC1=CC=CC=C1F,-29.0
[NH2][c]1[cH][cH][cH][cH][c]1[F],-29.0
OCC(=O)C1CCC2C1(C)CC(O)C1C2CCC2=CC(=O)CCC12C,181.0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,181.0
[CH3][C]12[CH2][CH2][C](=[O])[CH]=[C]1[CH2][CH2][CH]1[CH]2[CH]([OH])[CH2][C]2([CH3])[CH]([C](=[O])[CH2][OH])[CH2][CH2][CH]12,181.0
CC12CC(O)C3C(CC=C4C=C(O)CCC43C)C1CCC2=C(O)CO,181.0
CC12CC(O)C3C(CC=C4CC(=O)CCC43C)C1CCC2=C(O)CO,181.0
CC12CC(O)C3C(CC=C4CC(O)=CCC43C)C1CCC2=C(O)CO,181.0
CC12CC(O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=C(O)CO,181.0
CC12CC(O)C3C(CCC4=CC(O)=CCC43C)C1CCC2=C(O)CO,181.0
CC12CC=C(O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,181.0
CC12CC=C(O)C=C1CCC1C2C(O)CC2(C)C(C(O)=CO)CCC12,181.0
CC12CC=C(O)C=C1CCC1C2C(O)CC2(C)C(C(O)C=O)CCC12,181.0
CC12CC=C(O)CC1=CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,181.0
CC12CC=C(O)CC1=CCC1C2C(O)CC2(C)C(C(O)=CO)CCC12,181.0
CC12CC=C(O)CC1=CCC1C2C(O)CC2(C)C(C(O)C=O)CCC12,181.0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(O)=CO)CCC12,181.0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(O)C=O)CCC12,181.0
CC12CCC(=O)CC1=CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,181.0
CC12CCC(=O)CC1=CCC1C2C(O)CC2(C)C(C(O)=CO)CCC12,181.0
CC12CCC(=O)CC1=CCC1C2C(O)CC2(C)C(C(O)C=O)CCC12,181.0
CC12CCC(O)=CC1=CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,181.0
CC12CCC(O)=CC1=CCC1C2C(O)CC2(C)C(C(O)=CO)CCC12,181.0
CC12CCC(O)=CC1=CCC1C2C(O)CC2(C)C(C(O)C=O)CCC12,181.0
O=C1CC[C@]2(C(=C1)C(=O)C[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC12OCCO1)C)C,161.85
C[C@]12CCC(=O)C=C1C(=O)C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CCC21OCCO1,161.85
[CH3][C@]12[CH2][CH2][C](=[O])[CH]=[C]1[C](=[O])[CH2][C@@H]1[C@@H]2[CH2][CH2][C@@]2([CH3])[C@H]1[CH2][CH2][C]21[O][CH2][CH2][O]1,161.85
C[C@]12C=CC(=O)CC1=C(O)CC1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12C=CC(=O)CC1C(=O)CC1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12C=CC(=O)CC1C(O)=CC1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12C=CC(O)=CC1=C(O)CC1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12C=CC(O)=CC1C(=O)CC1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12C=CC(O)=CC1C(O)=CC1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12CC=C(O)C=C1C(=O)CC1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12CC=C(O)C=C1C(O)=CC1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12CC=C(O)CC1=C(O)C=C1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12CC=C(O)CC1=C(O)CC1=C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12CC=C(O)CC1=C(O)CC1=C3CCC4(OCCO4)[C@@]3(C)CCC12,161.85
C[C@]12CC=C(O)CC1C(=O)C=C1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12CC=C(O)CC1C(=O)CC1=C3CCC4(OCCO4)[C@@]3(C)CCC12,161.85
C[C@]12CC=C(O)CC1C(O)=CC1=C3CCC4(OCCO4)[C@@]3(C)CCC12,161.85
C[C@]12CCC(=O)C=C1C(=O)CC1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12CCC(=O)C=C1C(O)=CC1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12CCC(=O)CC1=C(O)C=C1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12CCC(=O)CC1=C(O)CC1=C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12CCC(=O)CC1=C(O)CC1=C3CCC4(OCCO4)[C@@]3(C)CCC12,161.85
C[C@]12CCC(=O)CC1C(=O)C=C1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12CCC(=O)CC1C(=O)CC1=C3CCC4(OCCO4)[C@@]3(C)CCC12,161.85
C[C@]12CCC(=O)CC1C(O)=CC1=C3CCC4(OCCO4)[C@@]3(C)CCC12,161.85
C[C@]12CCC(O)=CC1=C(O)C=C1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12CCC(O)=CC1=C(O)CC1=C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12CCC(O)=CC1=C(O)CC1=C3CCC4(OCCO4)[C@@]3(C)CCC12,161.85
C[C@]12CCC(O)=CC1C(=O)C=C1C2CC[C@@]2(C)C1CCC21OCCO1,161.85
C[C@]12CCC(O)=CC1C(=O)CC1=C3CCC4(OCCO4)[C@@]3(C)CCC12,161.85
C[C@]12CCC(O)=CC1C(O)=CC1=C3CCC4(OCCO4)[C@@]3(C)CCC12,161.85
C[C@]12CCC3=C(C=C(O)C4C=C(O)CC[C@]34C)C1CCC21OCCO1,161.85
C[C@]12CCC3=C(C=C(O)C4CC(=O)CC[C@]34C)C1CCC21OCCO1,161.85
C[C@]12CCC3=C(C=C(O)C4CC(O)=CC[C@]34C)C1CCC21OCCO1,161.85
C[C@]12CCC3=C(CC(=O)C4C=C(O)CC[C@]34C)C1CCC21OCCO1,161.85
C[C@]12CCC3=C(CC(=O)C4CC(=O)CC[C@]34C)C1CCC21OCCO1,161.85
C[C@]12CCC3=C(CC(=O)C4CC(O)=CC[C@]34C)C1CCC21OCCO1,161.85
CC(=NNC(=O)N)c1cccc(c1)C(=NNC(=O)N)C,238.0
CC(=NNC(N)=O)C1=CC=CC(C(C)=NNC(N)=O)=C1,238.0
CC(=NNC(N)=O)c1cccc(C(C)=NNC(N)=O)c1,238.0
[CH3][C](=[N][NH][C]([NH2])=[O])[c]1[cH][cH][cH][c]([C]([CH3])=[N][NH][C]([NH2])=[O])[cH]1,238.0
CC(=NNC(=N)O)c1cccc(C(C)=NNC(=N)O)c1,238.0
CC(=NNC(=N)O)C1=CC(C(C)=NNC(=N)O)=CC=C1,238.0
CC(=NN=C(N)O)c1cccc(C(C)=NN=C(N)O)c1,238.0
CC(=NN=C(N)O)c1cccc(C(C)=NNC(=N)O)c1,238.0
CC(=NN=C(N)O)c1cccc(C(C)=NNC(N)=O)c1,238.0
CC(=NNC(=N)O)c1cccc(C(C)=NNC(N)=O)c1,238.0
NC(=O)NN=C(C)C,182.0
CC(C)=NNC(N)=O,182.0
