SMILES,Mpexp,GNN1,GNN2,GNN3,GNN4,GNN5,GNN6,GNN7,GNN8,GNN9,GNN10,consensus GNN,SD
FC1=CC=C(C=C1)C1=NOC(CS(Cl)(=O)=O)=C1,109,120.850975,153.96738,136.194,142.85376,121.659836,145.68613,148.41971,93.0399,126.83204,120.69609,131.0199821,17.2304020268739
NC1=CC=NN1CC1=CC=C(F)C=C1,60,85.46919,120.85535,98.22968,134.29001,92.432846,92.080025,76.902054,116.49087,109.476494,63.71104,98.9937559,20.3643018356708
CC1=CC=C(C=C1)C1=NOC(CBr)=C1,87,72.99775,107.3561,80.66544,101.37647,99.28818,101.364395,103.01968,98.3795,108.54292,86.557884,95.9548319,11.2387920010075
CC1=CC=C(C=C1)C1=NOC(CS(Cl)(=O)=O)=C1,120,121.79296,165.52342,144.25308,140.59457,128.14183,144.65256,138.09517,110.47303,135.62935,127.450325,135.6606295,14.2387214408704
COC(=O)C1=NN2C(=N1)N=CC1=C2C(=O)OCC1,198,158.96918,186.96019,201.63332,160.81258,208.11536,136.99025,149.51944,146.8877,144.17519,173.88377,166.794698,23.6002617341841
ON=CC1=CC=C(OC2=NC=CC=N2)C=C1,178,136.45569,149.36325,155.60725,125.637535,124.6276,119.69053,116.962036,108.713585,131.50574,102.58481,127.1148026,15.875256895401
CC1=NC2=NC(CC(O)=O)=NN2C(C)=C1,198,168.5422,195.89088,200.51674,168.2092,200.54337,176.46255,190.7692,176.11232,180.75989,160.79959,181.860594,13.5794301699874
O=C(NC1CCN(CC2=CC=CC=C2)CC1)C1=CC=CO1,159,157.31091,141.46747,173.22664,184.04419,173.18327,139.13579,184.17604,145.52132,154.82355,139.34401,159.223319,17.188406345094
OC(=O)CCNC(=O)C1CCCC1,129,78.31505,107.68019,70.871155,88.46945,100.10471,78.88647,110.190155,89.20808,112.086945,77.4531,91.3265305,14.4184905107964
ON=CC1=CC=C(OCC2=CN=CC=C2)C=C1,188,183.21317,170.5594,169.21185,192.13782,152.52704,132.61043,166.46373,172.49977,143.82556,167.0264,165.007517,16.8295517388813
COC1=CC(CNC(=O)N2C=CN=C2)=CC=C1,99,68.196396,95.056625,103.92926,81.137024,109.78812,68.3736,144.03192,99.35354,80.53852,91.78037,94.2185375,21.3412275320663
O=C(NCCC1=CC=CC=C1)N1C=CN=C1,104,111.73921,103.5112,113.631485,117.537865,107.46129,61.803738,122.85408,103.16865,91.20067,105.522865,103.8431053,16.2810992455099
COC1=C(OC)C=C(CNC(=O)N2C=CN=C2)C=C1,137,69.72083,107.57515,133.85408,111.45019,112.51746,65.42242,177.99544,125.03066,98.881256,108.46426,111.0911746,30.2593602160379
CCOC(=O)C1CCCNC1=O,81,75.967766,57.506866,96.91134,87.800804,63.390648,92.62883,82.80791,77.836235,104.3753,64.21137,80.3437069,14.6943011178575
CS(=O)(=O)C1=CC2=C(NCCC2)C=C1,113,98.30851,104.719574,134.27151,156.90758,138.3819,124.338455,138.71518,154.11217,104.26596,139.5803,129.3601139,19.7365219854925
CN(C)C(=O)C1=C(Cl)C=CC(N)=C1,159,94.30066,117.167786,130.21263,105.99858,125.67973,125.47359,112.234985,93.122215,111.883255,111.06631,112.7139741,11.9523053139742
COC1=C(OC)C=C(C=C1)C(N)=NO,165,156.39154,145.84552,151.9608,144.26994,116.820145,133.1964,145.73804,104.48099,135.51416,151.80783,138.6025365,15.7552664355907
OC(=O)CCOC1=CC(=CC=C1)[N+]([O-])=O,112,124.118164,74.03186,89.10871,110.46783,108.839355,113.16265,111.66173,117.41308,119.16823,118.21287,108.6184479,14.5985611585559
NC1=NC2=C(CNCC2)S1,177,161.7099,164.06842,165.10437,155.51054,165.61043,161.12936,188.18346,190.22908,150.20088,182.91391,168.466035,13.0800430257612
COC1=C(OC)C=C2C(O)=C(C=NC2=C1)C(O)=O,294,264.8888,281.99283,252.42702,251.40245,281.07352,277.30832,299.76886,288.36978,285.71982,248.37001,273.132141,16.855756269258
FC1=CC=C(CC(=O)N2CCNCC2)C=C1,66,69.659805,80.27048,89.367584,53.467266,83.366425,53.215714,57.259182,77.94118,78.48363,49.57446,69.2605726,13.8690467803738
OC(=O)CSCC1=CN=CC=C1,110,93.97141,93.2214,115.2395,62.32636,92.81021,98.18642,102.9211,131.41447,84.00874,93.41462,96.751423,17.2562389603929
OC1=CC2=C(C=C1)C(O)=CC=N2,208,328.14938,298.1515,268.69952,256.27753,287.32532,294.08286,298.90085,260.79315,305.36465,292.02872,288.977348,20.7329603714051
NC1=CN=C(OC2=C(C=CC=C2)C#N)C=C1,93,102.03215,135.20633,88.622826,100.52531,116.53943,109.042595,103.79255,155.3165,133.95425,118.458244,116.3490185,19.0358740981806
COC1=CC=C(OC2=C(N)C=CC=N2)C=C1,150,91.13744,125.89134,93.226166,68.98514,106.857796,102.08358,83.32916,74.69964,86.74301,56.137386,88.9090658,18.962323420782
CC(C)C1=CC(C(C)C)=C(C=C1[N+]([O-])=O)[N+]([O-])=O,78,71.70796,94.9869,50.0782,70.62954,88.63534,46.568336,91.58874,58.496834,58.811275,58.801937,69.0305062,16.6145629859893
CC1=NC=CN1C1=NC=CC(=C1)C#N,195,138.31734,153.76076,149.65631,143.58406,157.11955,141.65411,131.78767,203.88954,118.270645,169.0532,150.7093185,22.1647664063928
FC1=CC(CNC(=O)CCl)=CC=C1,54,29.344688,66.95953,78.87972,62.578686,54.1309,76.84805,75.83618,96.68098,69.69267,40.02795,65.0979354,18.705079134487
ClCC(=O)NCC1=CC=C(C=C1)C#N,143,95.87142,125.24138,133.73158,123.31024,105.5579,92.62006,151.5456,115.94911,93.17499,98.63029,113.563257,18.8172087030575
CCOC(=O)C1=C(C)C2=C(CCCC2=O)O1,105,115.25103,72.123314,102.33625,65.22228,68.50822,98.42488,77.80609,92.534966,96.29633,75.90283,86.440619,15.8839026615081
CC1=CC(C=O)=C(C)N1CC#N,123,65.039505,127.076904,88.867004,115.259415,102.00419,97.577324,106.17849,92.624825,93.60724,92.396904,98.0631801,15.7346849489233
OC(=O)CC(=O)NC1=NC=CS1,182,177.17805,156.11493,205.69556,167.10536,167.01779,158.63733,187.97736,209.1391,145.21207,192.18524,176.626279,20.4633345186636
OC(=O)CCC(=O)NC1=NC=CS1,258,158.47058,136.51648,185.53745,164.29921,172.87653,156.1501,165.19304,193.2032,155.84453,178.8853,166.697642,15.6838920845406
CCNC(=O)C1=C(N)C=CC=C1,94,85.973,94.94137,76.55264,90.17336,93.27493,105.98636,125.507965,105.23273,85.797516,105.97182,96.9411691,13.3101372889968
ON=CC1=CSN=N1,137,167.24269,178.29924,173.82643,173.3637,139.2295,161.2929,188.7758,170.12506,178.36502,168.58577,169.910611,12.4479454357428
O=C1NC(=O)C2(CN3CCC2CC3)N1,299,253.054,200.8671,238.61165,221.29869,217.45103,232.9352,220.47746,221.67853,213.93558,253.93074,227.423998,16.187933196693
CN1CCN(CC2=CC=C(N)C=C2)CC1,97,83.59389,114.23445,97.87275,94.710335,89.40987,86.39761,138.62575,92.730064,129.41475,116.16904,104.3158509,18.129152882357
OC(=O)C1=C(F)C=C(C=C1)C1=CC=CS1,229,201.11517,214.78253,231.4206,187.82191,209.8963,185.3108,210.58217,207.64528,184.24129,202.3416,203.515765,14.0345386540743
NC(=O)C1=CC(CCO)=C(NC1=O)C(F)(F)F,231,165.60027,197.21147,175.722,170.12735,168.19183,166.48409,217.79118,190.04103,162.1701,197.4762,181.081552,17.5558851954254
CC1=CC(=CC=C1)N1CCN(CC2=CC=C(N)C=C2)CC1,104,93.12606,95.36481,75.42265,107.35091,68.527885,62.014835,117.8513,80.61608,104.34752,92.394,89.701605,16.9433552391706
CC(C)C(=O)NC1=CC=C(CNC(=O)N2C=CN=C2)C=C1,204,126.84874,164.36818,163.51881,116.124664,125.33541,138.51854,161.40735,157.38654,105.30104,161.02222,141.9831494,21.1526925075878
ClS(=O)(=O)CC1=CC(=NO1)C1=CC=CC=C1,116,106.305725,119.391365,119.73778,131.913,97.87004,160.97806,125.25911,80.497154,124.99361,132.03348,119.8979324,20.6315247800958
CN1C2=C(NC(S)=N2)C(=O)N(C)C1=O,329,213.09732,252.1773,274.15067,244.22966,265.82904,238.76369,273.77118,233.12172,276.5816,232.3444,250.406658,20.5584692483554
CC1=C(CC(O)=O)C(=O)NC(N)=N1,314,247.14648,258.44724,269.008,256.93185,207.97906,235.25604,250.37946,252.68672,245.34062,252.24019,247.541566,15.638569479152
NC(=O)CNC(=O)C1=CC(N)=CC=C1,171,153.02573,185.83005,145.95741,153.9727,156.32158,183.45604,151.20981,187.37787,145.96658,138.03146,160.114923,17.3761559329249
CC1=C(OC2=C1C(=O)CCC2)C(O)=O,228,181.25919,158.13184,201.4429,135.58214,167.80223,183.70906,153.57735,163.03323,172.44061,127.47287,164.445142,21.1135604627703
CNC(=O)C1=C(O)C=CC=C1,84,111.049644,97.7699,90.54069,74.99824,127.683174,106.68,102.42576,85.26274,90.00011,82.85892,96.9269178,14.7480923356509
NC1=C(O)C=C(Br)C=C1,139,141.68005,144.22418,145.13934,124.863625,135.13261,132.75081,136.3031,131.76736,143.9917,142.8442,137.8696975,6.42273972393295
CC(C)CC(C)N1N=CC=C1N,56,65.11476,69.080025,39.1923,81.67673,81.61222,66.41789,32.175762,77.9865,94.074646,58.12707,66.5457903,18.3126842785178
COCCOCC(=O)NC1=C(C)C(N)=CC=C1,83,137.2516,70.80134,109.53031,127.95905,101.09761,100.98144,109.73285,124.261955,113.7303,136.9571,113.2303555,18.9795754631673
CNC(=O)C1=C(C)C(N)=CC=C1,179,130.07037,95.4972,125.72675,95.38966,170.7756,125.24856,116.63608,132.82234,108.15931,126.30779,122.663366,20.5688024162595
OCCNC1=CC=C(C=C1)C(O)=O,197,158.23657,164.08945,168.03583,158.38683,128.77876,143.75821,177.96927,201.49477,168.99248,158.17996,162.792213,18.375241622659
CNS(=O)(=O)C1=CC=C(C=C1)C#N,129,136.8056,102.50866,129.61328,148.25783,144.10469,126.29434,106.86879,123.840706,123.52694,121.535484,126.335632,13.7859510305991
NC1=CC(Cl)=C(C=C1)N1CCNC(=O)C1,148,164.91762,188.68169,163.51622,183.26266,147.95544,199.50087,151.16223,180.05261,196.45172,166.13637,174.163743,17.1645208318054
NC1=CC(=CC=C1)S(=O)(=O)N1CCNC(=O)C1,190,205.53578,152.62047,173.28763,157.3639,174.2867,181.14209,147.06094,159.06497,156.41551,171.00533,167.778332,16.3089164221464
CN(CC(O)=O)C1=NC=C(Cl)C=C1,136,146.76627,147.4199,129.62856,149.61037,162.89372,153.31615,126.56832,180.00003,138.44096,128.6165,146.326078,15.8569859940922
NS(=O)(=O)C1=C(Br)C=CC(=C1)C(O)=O,276,228.35901,259.6975,257.10785,242.20343,243.72385,233.03351,251.47372,272.30634,272.59097,269.91614,253.041232,15.215755399113
CCOC1=NN=C(N1C1=CC=CC=C1)C1=CC=CC=C1,155,123.31184,89.290596,120.953476,99.34302,105.27182,91.54545,112.04157,128.7616,108.08338,110.244736,108.8847488,12.4499862546377
FC(F)(F)C(=O)NC1=CC=C(C=C1)S(Cl)(=O)=O,153,124.54151,106.50916,100.04089,134.50478,125.37187,117.98682,120.026566,139.33257,110.60574,105.2386,118.4158506,12.2437633066192
FC1=CC=C(C=C1)C1=NOC(CBr)=C1,75,79.37073,89.59001,82.00283,100.595345,100.992424,107.91877,108.53762,91.44842,104.822586,86.57081,95.1849545,10.1963394597924
CC1=NN=NN1C1=CC(N)=CC=C1,122,113.23907,137.54683,131.39668,161.88168,133.28036,119.814415,147.20563,172.95586,170.05861,165.48932,145.2868455,20.3453429155242
NC1=CC=C(C=C1)S(=O)(=O)C(F)(F)F,95,83.348076,90.406265,96.538475,113.72129,105.81865,75.34992,89.78348,106.766235,119.89936,86.45345,96.8085201,13.560467297801
NC1=CN=C(OC2=CC=C(CC#N)C=C2)C=C1,68,53.516903,109.544716,53.667515,68.37444,106.40781,65.90793,72.3565,97.19571,108.485565,98.96209,83.4419179,21.6919173071214
O=C(NCC1=CC2=C(OCO2)C=C1)N1C=CN=C1,109,106.15182,145.09962,150.62886,133.86072,120.38358,93.537926,154.3478,138.39156,126.73027,136.78278,130.5914936,18.3727511477165
CCOC(=O)C1=C(CCCO)C=NC2=CC(C)=NN12,77,142.95929,129.10457,104.26644,139.3379,110.46413,104.82622,91.881836,128.5052,123.82793,112.64045,118.7813966,15.7150677714456
O=C(N1CCNCC1)C1=NC=CC=C1,232,111.597885,55.68971,79.193665,83.393265,85.51999,81.81464,66.226204,90.896385,89.094765,58.204144,80.1630653,15.815501940674
NCC1=C(CN2CCN(CC2)C2=CC=CC=C2)C=CC=C1,87,74.491325,102.66767,87.18855,113.02041,64.69762,112.72121,73.12955,96.43186,117.61508,88.162636,93.0125911,17.5968423686258
NC1=NN=C(CC2=CC=C(F)C=C2)O1,170,150.92052,143.75797,162.04941,147.37701,159.19814,144.7956,128.41261,139.32344,135.44246,128.70189,143.997905,10.9034607775616
CC1=C(SC(CC2=NC=CC=C2)=N1)C(O)=O,190,196.33723,179.58878,168.76181,164.8981,164.17935,200.68474,187.65054,173.2856,192.90407,212.89832,184.118854,15.7555347343187
CCN1C(Cl)=NN=C1C1=C(Cl)C=CC=C1,124,92.78249,96.627205,95.342026,68.77309,83.899284,90.366486,73.8988,88.06747,97.00954,90.43208,87.7198471,9.10190518326174
CC1=C(C=CC=C1)N1C(Cl)=NN=C1C1=C(C)C=CC=C1,201,86.77522,143.12245,163.80698,138.2965,158.48897,130.35594,133.56223,162.20576,143.38947,114.521065,137.4524585,22.3102143252574
CN1C(Cl)=NN=C1C1=C(Cl)C=C(Cl)C=C1,162,115.11918,132.57297,124.45168,73.633385,82.36083,122.53448,90.93519,109.51057,81.479095,108.000206,104.0597586,19.5357279573937
CC(C)N1C(Cl)=NN=C1C1=CC=CC=C1,130,95.22138,103.966156,106.79914,133.26833,102.468445,105.638084,126.163864,121.61762,140.23862,110.36373,114.5745369,14.0844181795199
OC(=O)CCC1=NC=C(O1)C1=CC=CO1,141,78.95352,125.73187,120.31736,110.24431,119.15291,123.97159,122.891525,111.98928,131.95872,119.094734,116.4305819,13.8505910849187
ClC1=NN=C(N1C1CC1)C1=CC=CC=C1,160,149.50293,140.49373,104.93694,161.37985,128.53416,117.59346,129.4823,138.62207,173.15582,120.811325,136.4512585,19.6587965611474
CC(C)(C)NS(=O)(=O)C1=C(Br)C=CC(=C1)C(O)=O,218,168.4413,176.25664,199.51537,148.27266,191.26245,221.2793,192.08511,208.78903,176.7054,212.7676,189.537486,21.2501886743521
NC(=O)C1CCCN(C1)C1=NC=C(N)C=C1,169,181.04213,169.79536,137.13239,189.80803,175.7999,139.92104,132.3577,171.47734,124.0076,174.72081,159.60623,22.3816859646538
CC(Cl)C1=NN=NN1C1=CC=CC=C1,96,53.606136,114.041855,96.99757,123.55074,134.90544,109.49202,142.50156,102.523544,107.18395,90.786285,107.55891,23.6634439357298
CCC1=C(C=NN1C1=CC=C(Br)C=C1)C(O)=O,210,192.44408,186.71327,179.28224,224.72986,218.4793,228.73546,195.73328,199.57166,216.2756,159.29926,200.126401,20.9315691255378
OC(=O)CNC1=NC=C(C=C1)C(F)(F)F,135,127.33993,135.07054,152.73508,161.19608,140.48141,139.3694,137.66098,131.76157,144.72545,173.44853,144.378897,13.4884833140721
CCNCC(=O)NC1=CC=C(OC)C=C1,89,90.806175,114.24541,118.94365,103.50751,102.96955,131.84087,150.74501,94.04159,104.36296,118.57168,113.0034405,17.2188519208527
OC(=O)CCNC(=O)C1=CC=NC=C1,240,173.8166,165.03897,147.30463,169.49725,188.08493,159.14037,179.82285,162.84209,166.8322,144.58737,165.696726,12.7196155402545
NC(=O)C1CCN(CC1)S(N)(=O)=O,229,192.5201,163.17668,188.12799,166.43672,177.66324,176.33139,171.1969,207.46802,192.37216,140.91206,177.620526,17.7905257256031
CCN1CCN(CC2=CC=C(N)C=C2)CC1,73,68.12809,76.925735,57.548256,77.57515,63.7324,59.1883,96.80989,62.079033,93.534294,92.661224,74.8182372,14.2717421336063
CC1=C(N)C=C(C=C1)C1=NN=CO1,137,111.20555,108.47151,139.07146,129.52608,141.92365,121.89884,112.66162,97.114975,169.73833,111.83356,124.3445575,20.1950089053661
NC(=O)C1=C2CCCNC2=CC=C1,173,177.86884,171.3753,180.69829,177.86827,146.26665,188.63037,167.65668,149.65894,151.87967,154.18738,166.609039,14.2589788533264
CC1CNC2=C(C1)C=CC=C2S(N)(=O)=O,163,178.50479,161.10257,169.18085,181.97021,200.79132,171.68378,163.60785,185.41806,190.13307,203.46313,180.585563,13.8908223035377
ON=CC1=CC(OCC2=CC=NC=C2)=CC=C1,178,175.65993,137.29698,158.50784,155.68645,140.12454,120.55635,174.94388,168.90555,156.75916,147.27759,153.571827,16.715580350436
CC(=O)NCCC1=C(F)C=C(C=C1)C(=O)CCl,98,94.46872,81.1229,104.27399,76.04391,109.25897,110.18039,97.02637,97.89419,90.419044,95.821396,95.650988,10.4969680103538
CS(=O)(=O)NC1CCCNC1,124,159.12137,130.8974,185.79576,164.63922,150.9567,146.59068,182.41843,116.739815,100.559875,106.38159,144.410084,28.5445357351413
CC(C)NC(=O)NC1=C(C=CC=C1)[N+]([O-])=O,170,122.2324,141.4212,162.80922,111.59884,137.97998,157.01021,156.74034,129.32974,155.7099,118.23092,139.306275,17.4585115078057
OC(=O)C1=CC(Br)=C(I)C=C1,244,221.49738,241.88535,248.84538,244.71095,216.6484,230.63708,233.48068,232.5157,231.01248,246.96088,234.819428,10.1914629255351
[O-][N+](=O)C1=CC2=C(C=C1)N=C(Cl)C=C2,225,170.54877,150.17725,143.00024,164.90314,162.84998,179.83446,162.77814,162.15076,157.91202,168.22076,162.237552,9.78029536288532
OC(=O)C1=C(N=CC=C1)N1C=NC2=C1C=CC=C2,250,201.89055,225.56079,222.0114,237.41496,191.13837,223.65997,235.42392,229.919,247.00189,207.1327,222.115355,16.4280134752022
ClC1=CC(Cl)=C(C=C1)C(=O)N1CCNCC1,109,58.36839,93.658226,111.535416,97.71457,71.2453,80.18053,64.739075,98.65371,86.81862,79.19869,84.2112527,15.7800044880085
CC1CC(C)CN(C1)C(=O)C1=C(N)C=CC=C1,98,64.00679,76.89356,66.90151,61.213795,81.55523,72.42377,71.82647,68.385605,73.961685,63.62,70.0788415,6.098485284237
CC(=O)NC1=NC=C(S1)C1=CC=C(O)C=C1,219,224.22594,208.15782,224.31682,167.79108,224.74484,231.71172,248.873,221.10535,251.39105,212.75162,221.506924,22.1636655619743
CN(C)S(=O)(=O)C1=CC=C(C=C1)C1=CSC(N)=N1,244,187.44965,182.58072,183.5513,168.52567,193.67807,187.00725,211.65804,196.33134,172.72995,186.033,186.954499,11.4767802470767
NC(=O)C1=CN=C(C=C1)N1CCNCC1,196,174.68561,190.55437,180.89333,164.50096,192.45323,213.76898,168.66278,193.26784,157.01831,166.53625,180.234166,16.3997961329092
OC(=O)CCS(=O)(=O)C(F)(F)F,105,84.970085,94.053276,46.76839,83.758,26.04329,50.505177,100.750175,69.237045,68.61273,61.435497,68.6133665,22.0138532387591
OC(=O)C1=NN(C=C1)C1=C(F)C=CC=C1,123,142.24295,182.1811,129.5555,135.11163,153.577,166.3129,151.69817,176.35994,160.35258,165.83301,156.322478,16.3407308731695
CC(C)(C)OC(=O)N1CCC(COS(C)(=O)=O)CC1,85,80.44127,121.50338,100.29921,101.84891,90.82761,85.01971,95.515686,80.99625,121.40866,96.49279,97.4353476,13.939503233653
NCCNS(=O)(=O)CC1=CC=CC=C1,89,118.03449,141.99113,127.62981,144.3099,122.7727,122.4164,135.92674,171.11403,150.46939,142.70016,137.736475,15.2129739621911
CC1=CC=C(C=C1)C(O)CN,71,69.45812,98.79476,79.90667,83.97179,95.867546,93.30972,70.3972,108.08271,93.26088,84.38756,87.7436956,11.7702655054294
OC(=O)C1=CC(OCC2=CC=CS2)=CC=C1,148,146.2633,147.30342,145.34746,134.71027,123.222694,122.2011,124.91011,138.49022,132.47607,148.1698,136.3094444,9.82120992809451
CC1CN(CC(C)O1)S(=O)(=O)CCN,74,65.45278,94.04687,11.989532,94.791275,6.549311,77.44102,57.573944,107.059395,124.78917,84.98525,72.4678547,36.5423357457819
CN1C2=C(C=CC=C2)C(Cl)=C1C(O)=O,234,163.82385,165.55357,150.58777,177.14362,197.1518,177.0688,193.86421,189.43985,177.13757,183.32843,177.509947,13.7294461826143
OC(=O)C1=C2N=CC=C(N2N=C1)C1=CC=CC=C1,229,189.82512,235.26042,186.7771,224.34474,222.91768,179.45103,193.21194,209.81377,196.74292,178.63898,201.69837,19.0847113037793
CN(C)C1=CC=C(C=C1)C(\N)=N/O,170,143.29669,147.73602,175.00714,159.05614,128.29549,141.46382,145.73824,94.79576,146.18478,156.7502,143.832428,20.1166229487455
CCC1=CC=C(NC(=O)C2=NN=C(CCl)S2)C=C1,127,103.53644,99.10333,151.45844,146.71669,154.4518,134.29498,151.03098,141.4072,136.27899,153.47588,137.175473,19.1292154419626
NNC(=O)C1=C(Cl)C=C(F)C=C1,162,154.1475,152.319,164.248,146.11438,147.68039,131.43019,159.18178,152.021,157.33818,137.1432,150.162362,9.4772021227415
OC(=O)CC1=CC2=C(NC1=O)C=CC=C2,279,205.10966,199.6384,186.22214,189.18073,201.78604,211.40155,201.12643,202.38808,228.10423,203.85217,202.880943,10.931473337171
OC(=O)C1(CCOCC1)C1=CC=CC=C1,129,92.761795,86.710495,126.37143,99.1673,61.912647,110.258095,130.70566,83.83544,100.099686,127.79321,101.9615758,21.0217707511
NCCCS(=O)(=O)CC1=CC=CC=C1,64,110.366196,133.16638,125.94227,143.1199,138.73625,151.14836,117.17517,160.28085,120.53383,109.80994,131.0279146,16.357785056678
NC1=C2C=CC=CC2=NC=C1C(O)=O,304,252.94855,242.31224,235.70084,236.98189,235.41406,251.4249,261.2293,265.13297,263.30478,243.899,248.834853,11.0103606086931
ClC1=C(CC#N)C=C2C=CC=CC2=N1,129,107.06076,79.49316,109.68036,127.08635,92.565254,124.3072,141.2694,87.60977,122.555626,96.99858,108.862646,18.7959064304115
NC1=NC(=CS1)C1=CC(Cl)=CC=C1,126,126.986084,115.7371,135.8317,143.74016,109.16921,134.08946,154.1454,116.63241,118.897545,132.72035,128.7949419,13.2807988742027
CC(C)(C)OC(=O)NC1=CC=C(CC(=O)N2CCNCC2)C=C1,170,109.531296,137.22542,144.98741,113.967995,125.6137,138.18994,124.076485,141.47557,128.10681,110.42387,127.3598496,12.3410646012598
CCOC(=O)CC1=CC=C(C=C1)C(C)=O,56,21.636448,41.566223,47.932728,29.638256,26.660522,39.986206,46.276432,42.278946,21.230011,33.136845,35.0342617,9.4091757389672
NC1=CC=NN1CC1=C(Cl)C=CC=C1Cl,128,98.45191,141.14754,157.62798,130.41998,141.85759,130.25484,119.64765,164.64041,142.03659,109.634575,133.5719065,19.3981254406608
NC1=CC(=CC=C1)S(=O)(=O)NC1=CC=CC=C1,128,122.019035,125.30089,145.73604,165.09766,141.6958,140.75197,121.321236,141.86574,124.30101,140.52673,136.8616111,13.0622850947041
NC(=O)C1=CC=C(CSC2=C(C=CC=N2)C(O)=O)C=C1,292,235.28215,227.26067,226.05327,248.0669,213.28835,252.79593,219.77296,238.81306,267.91446,208.02084,233.726859,17.7208510126497
CC(C)CN1CCCC(C1)C(O)=O,109,105.26008,108.19662,82.59331,91.877335,76.04205,84.04791,142.80995,111.76431,81.657074,72.95863,95.7207269,20.3665013193549
CN(CC(O)=O)S(=O)(=O)C1=CN=CC=C1,176,141.39214,153.68352,122.23848,141.08739,132.6529,171.65532,168.05385,176.72597,126.57744,137.67537,147.174238,18.3536302426859
CC(=O)C1=CC=C(CC(O)=O)C=C1,110,99.35474,140.43759,118.24175,117.2915,126.718376,121.04358,120.45156,118.282234,100.1349,106.81443,116.877066,11.7246910795026
NS(=O)(=O)C1=CC=C(C=C1)C(=O)CBr,150,155.81848,146.50208,139.55873,128.571,160.12772,124.3669,167.6347,160.67235,140.07935,129.54938,145.288069,14.4687413343037
OC1=CC2=C(CCNC2)C=C1,195,131.83995,108.06171,121.76989,121.952896,122.295425,106.12759,124.33365,104.44638,178.73271,112.673225,123.2233426,20.3651057713092
CC(=O)C1=CC=C(NC1=O)C(F)(F)F,88,134.87242,146.653,136.27652,120.563416,131.92361,139.40018,178.1403,168.91074,132.15446,127.88993,141.6784576,17.3157007123722
CN1C2=C(C=CC=C2)C(Br)=C1C(O)=O,205,170.59804,171.78139,174.37646,177.15778,221.67221,180.83942,205.59572,198.32751,182.48563,201.891,188.472516,16.4058526141345
CC(=O)NC1=CC=C(OCC2CO2)C=C1,118,129.07646,115.60034,124.69966,117.483406,133.684,110.05799,157.44624,154.39963,129.34872,125.53955,129.7335996,14.7392862952992
NC1=CC2=C(OC(=N2)C2=C(Br)C=CC(F)=C2)C=C1,160,183.17587,170.36632,190.51103,175.8025,204.32462,204.85397,185.1464,169.03029,189.80974,178.76306,185.17838,11.9030519491717
CC(C)(C)OC(=O)NC1CCCN(CC2=CC=CC=C2)C1,119,77.67593,66.02269,129.8235,86.90711,107.35019,93.25912,123.325745,96.77491,98.769485,92.686554,97.2595234,18.2962878697713
CCCS(=O)(=O)N1CCC(CC1)=NO,147,104.916695,98.10812,87.93173,132.83774,143.65517,138.848,70.32367,124.75184,129.55548,99.19372,113.0122165,23.1105846511537
CC1=CC=C(O1)C1=NC(C)=C(S1)C(O)=O,216,194.19733,235.44608,219.3896,210.88942,198.42896,204.58606,216.78494,171.72772,207.85262,208.84444,206.814717,16.0145928598763
CN1C(S)=NN=C1N1CCOCC1,195,190.01526,182.23634,202.0107,174.7185,127.503365,175.95683,165.60188,173.38171,176.98787,140.75943,170.9171885,20.8924482812578
CC1=CC=C(O1)C1=NC(=CS1)C(O)=O,195,130.17853,163.21298,185.65848,173.48448,151.63496,157.1849,146.4218,126.30905,145.87407,138.76901,151.872826,17.6832284440892
NC(=S)CCN1CCOC1=O,141,174.75693,151.85396,143.94695,132.299,133.21674,120.45989,116.92355,107.77141,113.43117,121.446625,131.6106225,19.413375137064
CC1=CC=C(O1)C1=NC(CCl)=CS1,72,32.16429,65.335526,59.674866,54.78172,50.209167,52.87147,74.01816,33.21008,44.195038,46.66664,51.3126957,12.5075915909778
OC1=NN=NN1C1=CC=C(Cl)C=C1,142,137.85083,174.83127,184.42375,182.58223,168.0308,165.15773,174.24223,183.82538,187.22116,140.3988,169.856418,16.8295085713332
NCC1=CC=C(C=C1)N1CCNC(=O)C1,190,125.56191,116.70641,162.9651,144.86359,104.38914,153.43794,117.70129,137.59264,136.82306,107.781525,130.7822605,18.5803536000848
OC(=O)C1=NN(C=C1)C1=CC(=CC=C1)[N+]([O-])=O,231,195.24446,213.84216,191.53966,167.48874,222.29716,218.84526,194.56323,212.09158,186.50763,193.03574,199.545562,16.1224430652707
ClC(Cl)(Cl)C(=O)NC1=CC2=C(OCO2)C=C1,100,113.12397,123.936455,108.01258,81.96394,117.20276,105.10809,128.98492,123.966194,131.6285,142.35213,117.6279539,15.9932557136041
CCOC(=O)C1=C(C)C(C#N)=C(S1)N=CN(C)C,152,147.90642,128.0641,145.68822,155.6385,136.24309,96.30069,168.38191,148.28043,110.628044,108.383575,134.5514979,22.0117843352408
OC(=O)C1=CC2=C(N=C1)N(N=C2C1CC1)C1=CC=CC=C1,251,186.53049,235.58984,220.63771,205.8632,203.00963,193.91765,208.88289,198.83112,199.2456,200.7019,205.321003,13.2386272790105
[O-][N+](=O)C1=CC(=CC=C1)N1C(=O)CNC1=O,165,199.95306,172.19264,162.23045,191.35774,222.4922,216.98009,187.8534,200.18752,133.37889,208.40767,189.503366,25.7362479207114
