SMILES;MP;split;Number
COc1c(OC)ncnc1NS(=O)(=O)c1ccc(cc1)N;192;Train;16568
Cc1nnc(nc1C)c1ccccn1;85;Train;5662
CCCC(C1(CC)C(=O)NC(=O)NC1=O)C;129.5;Train;16801
CCC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@@H]2[C@]1(C)C[C@@H](C)C(=O)C2;128;Train;16794
CC1CCC(C(C1)OC(=O)c1ccc2c(c1)cccc2)C(C)C;76;Train;11274
OCc1cccc(c1)c1nnn[nH]1;209;Train;3082
CCC(C=O)(CCC#N)CC;97;Train;5004
COc1cc(/C=C/C(=O)O)ccc1OC(=O)C;195;Train;4521
Nc1c(N)cccc1N;103;Train;26999
OC1=C(Cl)C(=O)C(=C(C1=O)Cl)O;283;Train;15180
Brc1cc2c(-n3c(CN=C2c2ccccc2Cl)nnc3C)s1;213;Train;22118
CCN(c1nc(cc(n1)C)OP(=S)(OC)OC)CC;15;Train;17363
OC(=O)/C=C/c1cocc1;153;Train;3119
O=C1CCN(N1)c1ccccc1;122;Train;15
COc1ccc(cc1)C=NC1=NC(N=N1)C(F)(F)F;172;Train;9279
ON=Cc1ccccc1;35;Train;25653
CCCCCCCCCCCCCCCCOC(=O)C;-18.5;Train;19045
Oc1cccc(c1)N1CCOCC1;130;Train;3147
O=C1N=NC(=O)c2c1cc1CCCc1c2;310;Train;9018
CC(=O)c1cc(F)cc(c1)F;39;Train;3453
CNC(=O)n1cc(F)c(=O)[nH]c1=O;226.5;Train;24434
O=C(N1CCCCC1)SC(c1ccccc1)(C)C;39;Train;24386
FS(F)(F)(F)(F)F;-50.8;Train;18144
Cc1ccc(c(c1)Br)Br;-10;Train;3277
CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC;56.5;Train;19554
Fc1cc(F)c(c(c1)Br)S(=O)(=O)N;126;Train;2124
[O-][N+](=O)c1ccc(=O)n(c1)Cc1ccccc1;96;Train;12546
CCCCCCCCCCCCCCCCCCNC;44;Train;23901
SC[C@@H](C(=O)O)NC(=O)C;110;Train;7893
OC1c2ccccc2C=Cc2c1cccc2;126;Train;6785
O=C(N(C)C)Nc1ccc(c(c1)Cl)C;148.1;Train;17590
OC(=O)CC(c1cccc(c1)F)NC(=O)OC(C)(C)C;125;Train;3151
COc1cccc2c1C(=O)C2;35;Train;10989
CCC(OC(=O)CCC)(OC(=O)CCC)OC(=O)CCC;-75;Train;26266
COc1ccc(cc1)CCN1CCC(CC1)Nc1nc2c(n1Cc1ccc(cc1)F)cccc2;149;Train;8930
S=C(Nc1ccccc1C)Nc1ccccc1C;158;Train;7877
CCCCS(=O)(=O)CCCC;44;Train;6933
O=Cc1sc(c(c1)Br)Br;80;Train;4454
OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F;47;Train;23491
Oc1ccc(c(c1)O)C(=O)C;144;Train;1505
CCCCOc1ccc(cc1)O;65;Train;14137
OCC(C(c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl;150.5;Train;16836
OC1CCC2(C(C1)CCC1C2CCC2(C1(O)CCC2C1=CC(=O)OC1)C)C;253;Train;24977
OC(=O)c1ccnc(c1)C(=O)O;249;Train;19783
BrCC(=O)Oc1ccc(cc1)[N+](=O)[O-];86;Train;5493
OC(C(F)(F)F)C(F)(F)F;-3;Train;769
C=CCOC(=O)c1ccccc1C(=O)OCC=C;-70;Train;6778
O=Nc1ccccc1C;73.5;Train;15061
OC(=O)C(=Cc1ccccc1)Cc1ccccc1;158;Train;9966
ClC1CC2CC1CC2;-5;Train;17364
CCOC(=O)C(C(=O)OCC)Nc1cccc(c1)NC(C(=O)OCC)C(=O)OCC;79;Train;11539
C=CC(=O)NC(C)(C)C;129;Train;8156
CCOC(=O)c1ccncc1;23;Train;18505
Clc1c(Cl)c(Cl)c(c2c1c(Cl)c(c(c2Cl)Cl)Cl)Cl;197.5;Train;18246
CCCCCCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCCCCCC;72;Train;23466
Clc1cc(nc(n1)N)C(C)C;100;Train;1946
Brc1ccc(cn1)N;77;Train;5696
N#Cc1cc(ccc1C#N)Oc1ccnc2c1cccc2;175.45;Train;27207
[O-][N+](=O)c1c(C)c(C)c2c(c1C)CC2=O;164;Train;10973
Fc1cc(Cl)c(c(c1)Br)N;56;Train;2184
O=C1CC(C(=O)N1c1ccc(cc1Cl)S(=O)(=O)N)c1ccccc1;206;Train;23698
CCCCCCCCCCCCCBr;6.2;Train;18878
COc1ccc2c(c1)nc[nH]2;122;Train;5958
ClCc1ccc(cc1)CCl;100;Train;14236
COCCC#N;-63;Train;4065
CCCOC(=O)C1=C(C)NC(=C(C1c1ccccc1)C(=O)OCCC)C;119;Train;11950
CCCc1ccccc1O;7;Train;18968
C1CCC(CC1)Nc1ccccc1;16;Train;23813
CCOC(=O)C1(CCN(CC1)C)c1ccccc1;187.5;Train;16473
CC1CC(=O)C(C1)(C)C;-40.6;Train;24676
NC(=O)Nc1ccc2c(c1)cccc2;219;Train;24201
CCOC(=O)c1n[nH]c2c1cccc2;133;Train;7035
Brc1cccc(c1)C(=O)O;155;Train;3726
CC(=O)c1ccc(cc1)OCc1ccccc1;92;Train;4644
O=c1ccccn1C(=S)n1ccccc1=O;165;Train;735
OCC1(C)CCC(C1(C)C)C;94;Train;11337
O=C(N(C(C)(C)C)NC(=O)c1ccccc1)c1ccc(cc1)[N+](=O)[O-];250.5;Train;26211
CCCCCCCCC=CCCCCCCCC#N;-1;Train;25856
C[Si](O[Si](C)(C)C)(C)C;-67;Train;7296
O=C1NC(=O)c2c1cc([N+](=O)[O-])c(c2)Cl;201;Train;4937
C[C@@H]1CC[C@@H](C1)C;-134;Train;13298
c1ccc2c(c1)oc1c2cccc1;81;Train;6783
Cc1cc(C)c2c(c1)ccc(c2)C;12;Train;18287
N#CC(=Cc1cccnc1)c1scc(n1)c1ccc(cc1)Cl;254;Train;9988
CCCCCCCCCCCCCCCCCC(=O)O;71;Train;8424
NCCCNC1CCCCC1;-18;Train;7765
CC(=O)Nc1ccccc1S(=O)(=O)C;145;Train;1027
Clc1ccc(cc1)CSC(=Nc1ccc(cc1Cl)Cl)Cn1cncn1;90;Train;24466
CCc1ccc(cc1)N;-5;Train;5072
c1ccc(cc1)c1cc2c([nH]1)cccc2;190;Train;3033
CCOC(=O)C(C(C(C(=O)OC1CC(C)CCC1C(C)C)C(=O)C)C)C(=O)C;155;Train;11305
O[C@@H]1[C@H](C)O[C@H]([C@H]([C@@H]1O)O)O;139;Train;7412
Cc1cc(nc2c1cc1c(C)cc(nc1c2)c1ccccc1)c1ccccc1;285;Train;11617
OCC1OC(CC1F)n1cc(C)c(=O)[nH]c1=O;177;Train;24985
N#Cc1ccc(c(c1)C)N;94;Train;4581
COb1ob(OC)ob(o1)OC;10;Train;23068
N#CC(=Cc1ccc(cc1)Cl)C(=O)N;101;Train;12174
OC[C@H]1O[C@]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)(O)CO;175.5;Train;16307
CC;-182.79;Train;21324
CC(=O)NCCSC(=O)C;32.5;Train;18549
CN(C(=S)C(=O)c1ccccc1)c1ccccc1;109;Train;11169
[O-][N+](=O)C1=NC(=N[CH]1)C;253;Train;15284
CC(=O)OC1Cc2c1cccc2;31;Train;12560
Cc1ccc(cc1N)C(F)(F)F;38;Train;2886
CN(c1cccc(c1)N(C(=O)C)C)C(=O)C;152;Train;11398
CNC(=O)Oc1ccccc1OC(CCl)OC;80;Train;22640
[O-][N+](=O)c1ccc(nc1Cl)Cl;64;Train;1719
O=C(c1ccccc1)Nc1ccccc1CCc1ccccc1;166;Train;11804
CNN;-21;Train;15923
Cc1ccc(cc1N1CCNCC1)C;45;Train;847
N#CC1=C(N)Oc2c(C1c1ccc(cc1)C)c(nn2c1ccccc1)C(F)(F)F;205;Train;10665
COc1c2ccc(=O)oc2cc2c1cco2;188;Train;22135
O=C(C(C(F)(F)F)C(F)(F)F)Nc1cccc(c1)Cl;154;Train;12432
OCC(OCC(OC)C)C;-83;Train;15094
CC(c1ccc(cc1)O)(CC(C)(C)C)C;84.5;Train;20144
CC(c1cc(c(cc1N=Nc1ccccc1)C)[N+](=Nc1ccccc1)[O-])C;118;Train;11711
[O-][N+](=O)c1ccc(c(c1)C)F;39;Train;2631
[O-][N+](=O)c1cc(ccc1C(=O)O)[N+](=O)[O-];181;Train;1548
N#Cc1cccc(c1C#N)[N+](=O)[O-];164;Train;4158
Brc1ccccc1c1ccccc1;1;Train;2214
COC(=O)c1c(C)n[nH]c1C;83;Train;10804
Fc1ccc(c(c1)[N+](=O)[O-])O;75;Train;5111
OB(c1cc(C)cc(c1)C)O;236;Train;3508
[O-][N+](=O)c1cccc2c1cccn2;74;Train;19308
CN(C(=O)N(C)C)C;-1;Train;8501
O=c1ncnc2-c1c[nH]n2C1CCCCC1;252;Train;10280
OCNC(=O)NCO;126;Train;611
OC(=O)C(CC(=O)O)(CC(=O)O)O;154;Train;6676
NC(=O)c1ccc(c(c1)C)[N+](=O)[O-];159;Train;4085
COC(=O)c1ccnnc1;66;Train;7700
ClC(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl;11;Train;23998
CSc1c(C#N)c(N)nc2n1nc(c2N=Nc1cccc(c1)C(F)(F)F)N;294;Train;9130
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1;-35;Train;15615
COc1cc(F)c(c(c1)F)O;69;Train;1776
OC(=O)c1c(F)ccc(c1F)C;140;Train;1767
CN1C(=O)[C@@]2([C@@](C1=O)(Cl)C(=C)[C@H]2c1ccccc1)Cl;134.35;Train;27173
O=Cc1ccc(cc1)C(=O)C;33;Train;13916
CN(CCC=C1c2ccccc2OCc2c1cccc2)C;185;Train;16326
Clc1cc2c(cc1Cl)oc1c2cc(Cl)c(c1Cl)Cl;196;Train;22681
O=C(NS(=O)(=O)c1c(C)cccc1C(=O)O)Nc1nc(OCC(F)(F)F)nc(n1)N(C)C;161.5;Train;24279
[O-][N+](=O)c1ccc2c(c1)[N+](=C(C2=O)c1cccc2c1cccc2)[O-];223;Train;11722
CCC1(O)CCC(c2c1cccc2)c1ccccc1;112;Train;10999
COC1(C=O)C=CC2=C(C1)OCO2;129;Train;5964
OCC(COP(=O)(O)O)O;-25;Train;22394
O=CC(Oc1ccccc1)C;149;Train;25933
c1ccc(cc1)n1cccc1;59;Train;67
Cc1ccc(cc1)C(C1C(=O)N(N=C1C(F)(F)F)c1ccccc1)O;257;Train;10656
CC(/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C;186.5;Train;27280
Brc1c(O)c(cc(c1C)C1(OS(=O)(=O)c2c1cccc2)c1cc(C(C)C)c(c(c1C)Br)O)C(C)C;201;Train;6586
CN1CCCCC1C(=O)Nc1c(C)cccc1C;150.5;Train;16837
COc1ccc(cc1)C=C1C(=O)NN=C1c1c(O)c2ccccc2n(c1=O)C;250;Train;9069
NC(=O)c1ccncc1;156;Train;18538
ClC(C(c1ccccc1)Cl)c1cc(C=Cc2ccccc2)c(cc1[N+](=O)[O-])[N+](=O)[O-];181;Train;9450
OC1CCCCC1Cl;29;Train;18507
CNC(=O)C(F)(F)F;51;Train;8088
CCOC(=O)C=Cc1ccc(c(c1)N)C=CC(=O)OCC;178;Train;9832
[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1C(=O)O)Cl;181;Train;5819
C1Cc2ccc(cc2)CCc2ccc1cc2;286;Train;856
N#CC(=Cc1cccnc1)c1scc(n1)c1ccccc1;164;Train;9632
O=C1OCCOc2c1cccc2;30;Train;1293
COC(=O)c1cc2c(s1)cccc2;70;Train;7648
COc1cc2CCNC(c2c(c1OC)O)C;160.5;Train;24844
CCC(C(C)C)/C=C/C(C1CCC2C1(C)CCC1C2=CCC2C1(C)CCC(C2)O)C;168.5;Train;25636
O=C=Nc1ccc(cc1)OC(F)(F)F;-29;Train;4346
N#Cc1cc(cc(c1N)Br)[N+](=O)[O-];188;Train;1914
CCCCCCCCC=C;-66;Train;219
COC(=O)C(O)C;-66;Train;26499
Clc1ccccc1Cl;-16.7;Train;26483
Oc1ccc(cn1)Cl;164;Train;5835
COc1cc(Br)c(cc1Br)OC;146;Train;499
Clc1ccc(c(c1)Cl)[C@H]([C@@H]1CCc2c(C1=O)cccc2)O;172;Train;27276
CCCC1(O)CCC2C1(C)CCC1C2CCC2C1(C)CCC(C2)OC(=O)C;121;Train;10073
CCc1ccc2c(c1)C(=O)c1c(C2=O)cccc1;109;Train;2564
c1ccc2c(c1)C(=CC2)CCC1=CCc2c1cccc2;123;Train;684
CC1=CC(C)(C)Nc2c1cccc2;26.5;Train;20098
Fc1ccc(cc1Cl)c1cc2c([nH]1)cccc2;172;Train;949
CC(=O)Br;-96;Train;6324
OC(=O)CCC(C1CCC2C1(C)C(=O)CC1C2C(=O)CC2C1(C)CCC1(C2)OCCO1)C;222;Train;10195
Brc1ccc(cc1C)S(=O)(=O)N;151;Train;4775
CC(CC(S)(C)C)(C)C;-74;Train;20137
NC(=O)CC(C(=O)O)N;234.5;Train;22484
ClC(=CC1C(C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)Cl;34;Train;15395
NC(=O)Nc1ccc(cc1)Cl;206;Train;12962
FC(C(C(F)(F)F)(c1ccc(cc1)Oc1ccc(cc1)N)c1ccc(cc1)Oc1ccc(cc1)N)(F)F;161;Train;24496
COC(=O)NCCc1ccccc1NC(=O)C;107;Train;11570
Fc1c(P(c2c(F)c(F)c(c(c2F)F)F)c2ccccc2)c(F)c(c(c1F)F)F;62;Train;6564
Cc1cc(Cl)cc(c1)[N+](=O)[O-];61;Train;24998
O=C1Cc2c1c(C)c1c(c2C)C(=O)C1;238;Train;10970
CC(c1cc(c(cc1C)O)C(C)(C)C)CC(c1cc(c(cc1C)O)C(C)(C)C)c1cc(c(cc1C)O)C(C)(C)C;186.5;Train;24446
OC(=O)c1cc(cc(c1)C(=O)O)[N+](=O)[O-];262;Train;6011
CCN(CCNc1ccc(c2c1c(=O)c1c(s2)cccc1)CO)CC;101;Train;8947
CCCCCOC(=O)c1c(Cl)cc(c(c1OC(=O)C(=O)Oc1c(Cl)c(Cl)cc(c1C(=O)OCCCCC)Cl)Cl)Cl;78;Train;6541
COc1ccc2c(c1)c1CCN=C3c1n2CCN3C;164;Train;8967
CCC(=O)Nc1ccc(c(c1)Cl)Cl;92;Train;21599
COc1ccc(nn1)NS(=O)(=O)c1ccc(cc1)N;182.5;Train;21534
ClCc1ccccc1;-43;Train;6485
CCCCCc1ccc(cc1)O;24;Train;5526
[O-][N+](=O)c1cccc(c1O)Br;68;Train;2192
CCCCCCCCCCCCCCC(=O)O;53;Train;8225
CCc1cccc(c1)N;-8;Train;13546
OC(=O)CCC(C1CCC2C1(C)CCC(C2C(=O)O)C1(C)CCCCC1C(=O)O)C;266;Train;10041
OCCCOCC;160.5;Train;20403
COc1cc(F)c(c(c1)F)Br;28;Train;4752
BrCC1(OCCO1)C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)OC(=O)C;171;Train;12002
CC(NC(C(c1cc(I)c(c(c1)I)O)O)C)CCc1ccccc1;212;Train;23697
ClCC(OP(=O)(OC(CCl)C)OC(CCl)C)C;-40;Train;17627
[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1C=Cc1ccccc1)C=Cc1ccccc1;193;Train;9898
O=C(NCCCC(=O)ON1C(=O)CCC1=O)CCCCC(=O)NCCCC(=O)ON1C(=O)CCC1=O;145;Train;12132
BrCCCCCCCCCCBr;28;Train;756
Fc1ccc(c(c1)O)C(F)(F)F;50;Train;5898
COC1C=COC2(C)Oc3c(C2=O)c2c(O)cc(c(c2c(c3C)O)O)NC(=O)C(=CC=CC(C(C(C(C(C(C1C)OC(=O)C)C)O)C)O)C)C;300;Train;25986
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c(=O)[nH]c2c1cccc2;170;Train;8775
O=C1c2ccccc2CC2N1c1ccccc1C=C2;91;Train;10943
CCOC(=O)C(=Cc1ccccc1)c1ccccc1[N+](=O)[O-];95;Train;9888
N#CC(=Cc1ccc(cc1Cl)Cl)c1scc(n1)c1cccc2c1cccc2;133;Train;9666
O=C(c1ccccc1)C=Cc1ccc(o1)c1cccc(c1)[N+](=O)[O-];147;Train;9987
OC(COc1cccc2c1C[C@H](O)[C@@H](C2)O)CNC(C)(C)C;130;Train;16546
OC1CCC2(C(=CCC3C2CCC2(C3(C)CCC2O)C)C1)C;183;Train;10125
S=C=Nc1ccc(cc1)Br;58;Train;4821
OC(=O)c1ccc(c(c1)C(F)(F)F)F;115;Train;5116
Nc1ccc(c(c1)O)C(=O)O;150.5;Train;16838
CCCC1Sc2n(N1)c(nn2)c1ccc(cc1)OCC;90;Train;12070
O=c1nc2ccccc2nc(c1NNc1cccnc1)C(F)(F)F;157;Train;10617
CC(=O)Nc1cc(CCNC(=O)c2ccccc2)ccc1CCNC(=O)c1ccccc1;176;Train;11475
CC(=CCCC=C(C)C)C;-74.4;Train;25089
O=C1c2c(ccc(c2C(=O)c2c1c(ccc2O)[N+](=O)[O-])O)[N+](=O)[O-];225;Train;14979
OC1(CCCCC1)C1(O)CCCCC1;127;Train;12649
O=Cc1ccc(cc1)Oc1ccccc1;25;Train;5536
CN(c1ccc(cc1)C=NNC(=O)c1nccnc1)C;253.85;Train;27245
CCCCc1c(C)nc(nc1OS(=O)(=O)N(C)C)NCC;50.5;Train;22606
ClC(C(=O)N(c1ccc(cc1)O)C)Cl;175;Train;19484
CSC(C1=C(C#N)C(C(C1(O)c1ccccc1)C(=O)OC)c1ccccc1)SC;165;Train;10085
COC(=O)c1c(nc(c(c1CC(C)C)C1=NCCS1)C(F)(F)F)C(F)F;78;Train;24412
OC(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C;101;Train;24440
COCCN;-82;Train;2845
OCc1ccnc(c1)N;83;Train;2054
COP(=O)(c1ccccc1P(=O)(OC)OC)OC;81;Train;694
NCC(c1ccc(cc1)Cl)CC(=O)O;207;Train;16611
Clc1cccc(c1N=C1NCCN1)Cl;130;Train;8799
Cc1cc(cnc1)C#N;84;Train;3865
CN=NC;-78;Train;19763
COc1ccc2c(c1)ccc(c2)C=O;81;Train;6150
N#Cc1ncc2c(c1)cccc2;127;Train;7392
Clc1ccc(c(c1)Cl)/C=C(/C(C(C)(C)C)O)\n1cncn1;145;Train;25812
Nc1nc(Sc2ccc(cc2)Cl)c(c(n1)N1CCCCC1)c1ccccc1;188.85;Train;27218
CCCCCCCCOc1ccc(cc1)NC(=O)c1ccc(cc1)CC;143;Train;10737
OB(c1cccnc1F)O;172;Train;2669
ON=C1c2ccccc2-c2c1cccc2;194;Train;6294
OC[C@H]1O[C@@H](Oc2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O;198;Train;6399
O=C(C[C@@H](C(=O)O)NC(=O)OCc1ccccc1)OCc1ccccc1;106;Train;7942
Clc1sc(c(c1)C(=O)C)Cl;38;Train;3563
Brc1cscc1Br;5;Train;3276
Oc1cc(F)c(c(c1)F)N;149;Train;4569
COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@]2(OC)C#C)C;114.35;Train;27155
CC([C@@H]1NC(=O)OC1=O)CC;66;Train;859
c1ccc(cc1)P(c1ccc2c(c1c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2)c1ccccc1;283;Train;1114
Oc1ccc(c(c1)C)N;178;Train;4582
N#Cc1c(OCc2ccccc2)cccc1OCc1ccccc1;123;Train;1697
NNC(=O)c1ccc(cc1)Br;168;Train;4797
OC(=O)c1ccc(c(c1)C(F)(F)F)C;177;Train;5380
CCCCCCC(CCC)O;-11;Train;14050
N#CCOc1ccccc1Br;49;Train;2229
COc1ccc(cc1)C(=O)OC(COc1ccc(cc1)C(=O)C=Cc1ccccc1)COc1ccc(cc1)C=CC(=O)c1ccccc1;74;Train;11264
O=c1n2CCC3=C(c2nc2c1cccc2)N=C1[C]3C=CC=C1;260;Train;22961
CCc1nc(N)nc(c1C)O;303;Train;12280
CC(=O)Nc1ccc(c(c1)F)[N+](=O)[O-];176;Train;10301
CCC(c1cc(O)c(cc1O)C(CC)(C)C)(C)C;180;Train;21152
CC(c1ccc(cc1)c1ccccc1)C;11;Train;5289
ClC(=O)c1ccc(cc1)I;63;Train;5264
Cc1cc(cc(c1)C(=O)O)C(=O)O;299;Train;5988
O=C(N1CCc2c1cc1CCN(c1c2)C(=O)c1ccccc1)c1ccccc1;294;Train;11748
CC1(C)O[C@H]([C@@H](O1)COS(=O)(=O)c1ccc(cc1)C)COS(=O)(=O)c1ccc(cc1)C;90;Train;469
CCOC(=O)c1cccc(c1)N;29;Train;7082
c1ccc2c(c1)c(ccc2)CCc1cccc2c1cccc2;162;Train;698
CC(=O)OC1C=C[C@@H]2[C@@]34C1Oc1c4c(C[C@H]2N(CC3)C)ccc1OC(=O)C;173;Train;26287
COc1ccc(cc1F)S(=O)(=O)N;126;Train;3926
N#CC(=NOCC1OCCO1)c1ccccc1;77.7;Train;25882
CC(=Cc1ccc(cc1)C(=O)O)c1ccc2c(c1)C(C)(C)CCC2(C)C;240.5;Train;16409
CS(=O)C;18;Train;6921
COc1ccncc1;4;Train;5358
COC(=O)NC1=N[C]2C(=N1)C=CC(=C2)C(=O)c1ccccc1;288.5;Train;17053
BrC(c1ccccc1)C#N;29;Train;17818
C=CCC1(C(=O)NC(=S)NC1=O)C1CCCC=C1;148;Train;8907
O=C1Nc2c(C1=NC1C(N=C3C(=O)Nc4c3cccc4)C3(C(C1CC3)(C)C)C)cccc2;234;Train;11362
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC;-25;Train;6943
OP(=O)(O)O;40;Train;8195
CCOC(=O)c1cc2c(=O)oc3c(c2nc1N)cccc3;192;Train;10493
CCOC(=O)CNc1ccccc1;57;Train;8137
OC1CC2(C)C=CC(=O)C(=C2C2C1C(C)C(=O)O2)C;203;Train;25229
COc1ccc(cc1)C(=O)CCC(=O)O;149;Train;3141
c1ccc2-c3c4c(-c2c1)cccc4ccc3;107.5;Train;15809
CCCCOCCOCCO;-68;Train;6865
c1ccc2c(c1)nsn2;43;Train;1079
CCOC(=O)c1cc(I)ccc1N;70;Train;7053
CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C;183;Train;16581
ClCc1ccc(c(c1)F)OC;37;Train;3932
NO;33;Train;22381
COc1c(CC(C(C)C)O)c(=O)n(c2c1cccc2OC)C;86.5;Train;24950
CCOC(=O)Cl;-81;Train;7168
N#Cc1cc(ccc1Cl)[N+](=O)[O-];106;Train;2391
Oc1noc2c1nc1ccccc1n2;323;Train;10274
O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@]2(F)[C@@H](O)C[C@]2([C@H]1CC[C@]2(C)O)C)C;270;Train;17037
COc1c(F)cc(cc1F)CBr;41;Train;3451
CC(O[Si](C(C)(C)C)(C)C)CC1CC(=O)c2c(O1)c1ccccc1c1c2C2OC(=O)CC2O1;132;Train;10039
OCc1c(F)ccc(c1Cl)F;47;Train;2294
c1ccc2c(c1)cc(cc2)/N=N/c1ccc2c(c1)cccc2;208;Train;19469
O=C1c2cc(ccc2-c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-];176;Train;20215
N#Cc1cccc(c1Cl)C(F)(F)F;40;Train;2277
COc1cc(C#N)ccc1O;87;Train;5207
Cc1cc(C)n2c(n1)c(N=Nc1cccnc1)c(n2)N;246;Train;10577
O=C1CCC2(C(C1)CCC1C2(F)C(O)CC2(C1CCC2(C)O)C)C;270;Train;24886
Ic1ccc(c(c1)F)C;23;Train;2598
CCCC(C(=O)Nc1ccc(cc1)Cl)(C)C;87.5;Train;17729
COC(=O)c1ccc(cc1)O;127;Train;7613
O=P(c1ccccc1)(c1ccccc1)C1CCCCC1;167;Train;6718
CC(C(=O)Nc1c(C)cccc1C)N;256;Train;16522
COc1c(C)c(C)c(c(c1Br)C)OC;72;Train;12543
COC(=O)C(=COP(=O)(OC)OC)C;5.9;Train;25475
OS(=O)(=O)c1ccccc1;48;Train;6417
S=C1NC(=C(C(N1)c1cccc(c1)[N+](=O)[O-])C(=O)OCc1ccccc1)C;176;Train;11931
BrCc1c(Cl)cccc1Cl;56;Train;1748
ICC(CI)(CI)CI;225;Train;23743
FC(c1nc2n([nH]1)c(=O)cc(n2)C)(F)F;215;Train;12466
Clc1ccc(c(c1)c1ccno1)O;202;Train;4837
CP(=O)(OC1CCCCC1)F;-30;Train;22922
NC(=O)C=C1C(=O)C2(C(C1CC2)(C)C)C;152;Train;9385
O=C1c2ccccc2C(=O)N1c1n[nH]c2c1cccc2;240;Train;10271
OCCN1CCN(CC1)CCCN1c2ccccc2C=Cc2c1cccc2;100.5;Train;19989
Oc1ccc(cc1)c1ccc(cc1)I;199;Train;5215
CCOc1cc(ccc1C1COC(=N1)c1c(F)cccc1F)C(C)(C)C;101.5;Train;24802
Oc1cc(Br)cc(c1)Br;81;Train;19097
Clc1ccc(cc1)[N+](=O)[O-];84;Train;244
OC(=O)COc1ccc(cc1)F;105;Train;5165
Brc1ccc(cn1)c1cccc(n1)Br;168;Train;6043
ON(c1ccccc1)C=C(c1ccccc1)C(=O)O;75;Train;11290
O=C1OC(=O)C2(C(C1CC2)(C)C)C;221;Train;24502
N#Cc1cc(ccc1N)[N+](=O)[O-];209;Train;2008
COc1ccccc1OCCNCC(COc1cccc2c1[C]1C=CC=CC1=N2)O;114.5;Train;16776
C[C@@H]1CCCC[C@@H]1O;8;Train;13475
FC(C(F)(F)F)C(F)(F)F;-131;Train;14877
COc1ccc2c(c1)N(CC(CN1CCC(CC1)O)C)c1c(S2)cccc1;137.5;Train;22912
OC(=O)Cc1ccccc1Oc1ccc(cc1Cl)Cl;135;Train;17144
C=C=C(C)C;-114;Train;4066
O=C1c2cc(ccc2C(=O)c2c1cccc2)C(C)(C)C;99;Train;3063
COC(=O)[C@H](Cc1ccc(cc1)O)N;134;Train;15913
C1=C[CH]c2c(=C1)ccc1=Nc3c(-c21)c1ccccc1cc3;158;Train;20073
N#Cc1cc(cc(c1)C(F)(F)F)C(F)(F)F;18;Train;3379
CCN(Cc1cc(ccc1O)Nc1ccnc2c1ccc(c2)Cl)CC;208;Train;16955
CCCCCc1ccc(cc1)c1ccc(cc1)C#N;23;Train;5014
CCc1c(C)cccc1C;-16;Train;13730
[O-][N+](=O)c1ccc2c(c1)nccc2;132.5;Train;19241
Nc1ccccc1I;55;Train;2767
c1ccc(cc1)C(n1cncc1)(c1ccccc1)c1ccccc1;222;Train;54
OC(P(c1ccccc1)c1ccccc1)c1ccccc1;157;Train;10554
CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)OC(=O)Cl)C)C;118;Train;6645
COc1ccc2c(c1)CC(OC2=O)c1ccc(cc1)[N+](=O)[O-];176;Train;11020
CC(=O)Oc1ccc(c(c1)C)OC(=O)C;41;Train;1572
COc1c(OC)c(OC(=O)C)c2c(c1OC(=O)C)cccc2;138;Train;26682
O=C1OC(OC1C(Cl)(Cl)Cl)C(Cl)(Cl)Cl;116;Train;24720
O=Cc1cccc(n1)C;31;Train;6172
OCc1ccc(cc1)N;61;Train;4601
OC(=O)C(OC1CCCCC1)(C)C;75;Train;25486
