SMILES;MP;split;Nr
CC1=CC(=O)O[C@@]2(C1)C[C@H]1CC[C@@H]2CN1C;54.5;Train;8476
Clc1sc(c(c1Cl)Cl)Cl;28;Train;13712
CCc1cccc(c1)CC;-84;Train;14300
CC(=O)Oc1ccccc1[N+](=O)[O-];40;Train;10767
CCCCCCCCCCCCCCCCCCN1c2ccccc2C(C21C=Cc1c(O2)ccc(c1)[N+](=O)[O-])(C)C;81;Train;11437
Brc1cccc2c1ccc(c2)C=NNc1ccccc1;151;Train;8408
Oc1ccccc1C(=O)Oc1ccccc1C(=O)O;135;Train;26060
CCCC(=O)OCOc1ccccc1C(=O)N;57;Train;27596
Fc1ccccc1[C@@H]1Cc2ccccc2NC1=O;191;Train;317
Clc1ccc(c(c1)Cl)Br;27;Train;14896
c1ccc(cc1)c1ccc(cc1)c1ccccc1;213;Train;4341
OB(c1ccc(cc1)OC(F)(F)F)O;123;Train;4018
OC(=O)Cc1cccc(c1)O;130;Train;18893
CC(OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1)C;34.4;Train;305
Brc1ccccc1I;10;Train;7220
N#CSCCSC#N;90;Train;3215
C#CC(C)(C)C;-78;Train;2600
COc1ccc(c(c1)F)C=O;45;Train;9927
c1ccc(cc1)C/C=C/c1ccccc1;16;Train;4469
OC(=O)c1cc(F)c(cc1[N+](=O)[O-])F;165;Train;22613
COC(=O)c1cc(ccc1[N+](=O)[O-])Oc1ccc(cc1Cl)Cl;85;Train;21351
O=C1CC(=O)NC(=O)N1;248;Train;26645
Fc1cccc(c1)C(F)(F)F;-81.5;Train;8358
N#Cc1cnccc1C#N;80;Train;20453
c1ccco1;-85.6;Train;11525
CC(=O)Oc1cccc(c1)/N=N/c1cccc(c1)OC(=O)C;144;Train;5868
Clc1ccc2c(c1)no[n+]2[O-];47;Train;2140
COc1ccc(c(c1)Br)CC(=O)O;129;Train;25941
CCOC(=O)c1cccc(c1O)Cl;21;Train;21738
O=C1CCC2(C(=C1)CCC1C2CCC2(C1CCC2(C)O)C)C;163;Train;21114
Oc1c(O)cc(c2c1C(=O)c1ccccc1C2=O)O;259;Train;6235
COc1cccc2c1oc(c2)C(=O)O;219;Train;5822
Clc1ccc(c(c1)C(=O)N)F;136;Train;282
Brc1ccc(cc1)[N+](=O)[O-];126;Train;2673
O=Cc1ccccc1B(O)O;118;Train;18030
OCC(CBr)(CBr)CO;113;Train;25597
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)/C=C(/C(F)(F)F)\Cl;49.2;Train;14748
CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N;79;Train;486
ClCCCCCl;-38;Train;16286
Clc1ccc(c(c1)Cl)COC(c1ccc(cc1Cl)Cl)Cn1cncc1;161;Train;28218
C/C(=C\C=C\C=C(\C=C\C=C(\C=C\C1=C(C)C[C@H](CC1(C)C)O)/C)/C)/C=C/C=C(/C=C/[C@H]1C(=C[C@@H](CC1(C)C)O)C)\C;196;Train;2987
OC(=O)COc1ccccc1[N+](=O)[O-];158;Train;234
CCCCCCCCCl;-58;Train;1499
Fc1ccc(c(c1)F)N(C(=O)C)C;84;Train;1440
NC(=O)c1cc(F)c(cc1Cl)Cl;159;Train;16278
NCC(=O)CCC(=O)O;157;Train;3853
N#CCc1cccc(c1)Cl;12;Train;24413
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)N(S(=O)(=O)C)C;161.5;Train;12818
OC(=O)c1cccc(c1C(=O)O)[N+](=O)[O-];212;Train;12007
C#CC1(O)CCC2(C(C1)CCC1C2CCC2(C1CCC2O)C)C;186;Train;18753
Clc1cc(Cl)c(c(c1Cl)O)Cl;115;Train;4348
N#CCc1ccc(cc1)OC(F)(F)F;29;Train;7113
CCOC(=O)Cc1ccc(cc1)C#N;92;Train;14340
Nc1c(cccc1[N+](=O)[O-])[N+](=O)[O-];133;Train;12205
O=C(c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C)N1CCCCCC1;106;Train;6435
ClC(=O)c1cc2c(s1)cccc2;87;Train;5035
OB(c1ccc(cc1)C1CCCCC1)O;220;Train;12614
CC(=O)CC(=O)c1ccc2c(c1)cccc2;78;Train;4915
Nc1ccc(c(c1)[N+](=O)[O-])Cl;103;Train;26162
Fc1cccc(c1)C(=O)N(C(C)(C)C)NC(=O)c1ccccc1;176.5;Train;4854
Clc1cc(F)c(c(c1)I)N;40;Train;24668
CCCCCCCCCc1cccc2c1cccc2;8;Train;26199
CCOC(=O)CN(C(=O)COC(=O)c1ccccc1OC(=O)C)C;47.5;Train;3893
CCOc1cccc(c1O)C=O;67;Train;11573
[O-]/[N+](=N\c1ccc(cc1)/N=N/c1ccccc1)/c1ccc(cc1)/N=N/c1ccc(cc1)/N=N/c1ccccc1;253;Train;19591
CC(CCSCCC(C)C)C;-74.6;Train;3069
OC(=O)Cc1cccs1;63;Train;7852
CN(c1cccc(c1)[N+](=O)[O-])C;59;Train;14760
ClC1=C(Cl)[C@@]2(C([C@@]1(Cl)[C@H]1[C@@H]2[C@H]2C[C@@H]1[C@H]1[C@@H]2O1)(Cl)Cl)Cl;176;Train;607
OC1CCCC(C1)O;30;Train;21862
COc1ccc(cc1O)C1CC(=O)c2c(O1)cc(cc2O)O;227.5;Train;24406
CC(Oc1ccccn1)COc1ccc(cc1)Oc1ccccc1;46;Train;8779
Clc1ccc(cc1)C(=O)NCCc1ccc(cc1)OC(C(=O)O)(C)C;186;Train;6829
CCOC(=O)C#CC(=O)OCC;2;Train;3501
Oc1cc(C)c(c(c1)C)I;130;Train;4492
CC(c1c(O)c(cc2c1C(C)(C)CC2(C)C)C(C)C)C;147;Train;1750
Clc1cccc(c1/C=C/[N+](=O)[O-])Cl;65;Train;3701
N#Cc1ccc(c(c1)Br)C;41;Train;21331
CCc1ccc(cc1)C(c1ccc(cc1)CC)C(Cl)Cl;56;Train;24520
Clc1n[nH]c2c1cccc2;149;Train;17987
CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC;35.5;Train;28495
c1cc2ccc3c4c2c(c1)ccc4ccc3;151.2;Train;18541
Cc1cc[nH]n1;36.5;Train;22699
Brc1cc(Br)c(cc1c1cc(Br)c(cc1Br)Br)Br;72;Train;5370
N#Cc1ccc(cc1C(F)(F)F)C;25;Train;24779
CC(CS(=O)(=O)CC(C)C)C;17;Train;16396
Clc1ccc2-n3c(CN=C(c2c1)c1ccccc1)nnc3C;228.25;Train;25665
COc1ccc(cc1)/C=C/NC=O;132.5;Train;7799
O=C(N[C@H](C(=O)O)Cc1c[nH]c2c1cccc2)OCc1ccccc1;124;Train;7213
CCCCCCCCCCC(=O)OCC;-15;Train;10140
O=c1nc2ccccc2nc(c1NNc1cccc2c1cccc2)C(F)(F)F;171;Train;14549
Clc1cc(Cl)c(c(c1)Cl)Cl;53;Train;24664
CN1CCC(CC1)CCCC1CCN(CC1)C;13.7;Train;19313
OC(=O)c1cccc(c1O)C(=O)O;244.5;Train;7934
OC[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1;94;Train;19231
COc1ccc(cc1N)N;67.5;Train;10623
Cc1ccc(cc1)N1C(=O)C2C(C1=O)C(=NO2)C(=O)c1cccs1;160;Train;8601
C=CCN(CC=C)CC=C;-70;Train;6129
Fc1ccc2c(c1)ccc(n2)C;54;Train;5729
Cc1cc(Br)c(cc1C)C;72;Train;9240
CC(=O)O[C@H]1C2=C(C(=O)C(=C(C2=O)C(C)C)O)[C@@]2([C@@H]([C@@H]1O)C(C)(C)CCC2)C;216;Train;22710
CC(OC(=O)c1cc(cc(c1)[N+](=O)[O-])C(=O)OC(C)C)C;65;Train;4408
ClCCCC(=O)c1ccc(cc1)Cl;30;Train;26158
O=C(c1ccccc1)NN(C(C)(C)C)C(=O)c1ccccc1C;214.5;Train;23812
CCCC(=O)C(=O)O;6.5;Train;8787
CN=C(Oc1cccc2c1cccc2)O;142;Train;21936
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC;-13;Train;3471
NNC(=O)c1cc(O)cc(c1)O;257;Train;16774
OC(C1CC2CC1C=C2)(c1ccccc1)CCN1CCCCC1;114;Train;6670
C1CCCC=CCC1;-16;Train;12458
O=C1OC(C)(C)OC(=O)C1=Cc1cccc(c1)[N+](=O)[O-];177;Train;10878
O=C1OC2(Cc3c1cccc3)Cc1c2cccc1;88;Train;8939
N#Cc1ccc(cc1)C1CCCc2n1cnc2;117;Train;16639
Clc1ccc2c(c1)C(=NCC(=O)N2CC1CC1)c1ccccc1;145.5;Train;27055
OC(=O)[C@@H]1CC(=O)c2c1cccc2;112.85;Train;25453
CCNC(=S)N;112;Train;18021
COc1ccc2c(c1)N(CCCN(C)C)c1c(S2)cccc1;46;Train;6393
N#Cc1c2ccccc2cc2c1cccc2;177;Train;5834
Clc1cnc(c(c1)C(=O)O)O;259;Train;24610
CCCCCCCCCCC(C(=O)O)C;22;Train;27183
O=c1/c(=C/c2ccc3c(c2)OCO3)/sc2=NCCCn12;151.35;Train;5437
CCCCCCCCCCCCOc1ccc(cc1)C=O;28;Train;16819
Cc1cc(C2CCCCC2)n(c(=O)c1)O;144;Train;5058
CCOc1ccc(cc1OC)C=O;61;Train;22225
NCCc1c[nH]c2c1cc(OC)cc2;121.5;Train;1817
Cc1cccc(c1N)C;11;Train;26573
N#Cc1c(Cl)c(C#N)c(c(c1Cl)Cl)Cl;250;Train;26922
Brc1ccc2c3c1cccc3CC2;52;Train;7935
OC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1;77;Train;14265
N#Cc1cccc(c1)c1ccccc1;49;Train;25150
CCCCCC#CCC(=O)O;17;Train;7902
O[C@@H]1C[C@H](N(C1)C(=O)C)C(=O)O;132;Train;6090
O=Cc1cc2OCOc2cc1Br;129;Train;3149
NCc1cccnc1;-21;Train;22737
Clc1cc(Cl)c2c(c1)c1cc(Cl)c(c(c1o2)Cl)Cl;219;Train;24410
O=C1CCCC(=O)C1C(=O)c1ccc(cc1Cl)S(=O)(=O)C;139;Train;3392
Brc1cc(Br)c(c(c1)C(=O)C)O;110;Train;3287
N#Cc1ccc(c(c1)Cl)Cl;72;Train;12228
O=C1CC(C)(C)CC(=O)C1=Cc1ccc(o1)c1ccc(cc1)Cl;206;Train;23271
CC(=O)O[Si](OC(=O)C)(OC(=O)C)OC(=O)C;110;Train;26309
CCOP(=S)(O/N=C(\c1ccccc1)/C#N)OCC;6.1;Train;1463
Clc1ccc(c(c1)Cl)S(=O)(=O)Cl;54;Train;9712
N#C/C(=C\c1cccnc1)/c1nc2c([nH]1)cccc2;229;Train;9339
CCCc1ccccc1/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-];228;Train;22903
CN1CCC2(C(C1Cc1c2cc(cc1)O)C)C;144;Train;5063
CCOc1ccc(cc1)C(=O)NN;126;Train;25944
O=C(C(Cl)(Cl)Cl)OC(Cl)(Cl)Cl;34;Train;11250
Cc1ccc(o1)C(c1ccccc1[N+](=O)[O-])c1ccc(o1)C;80;Train;23562
[O-][N+](=O)c1ccc(c2c1cccc2)C;71.5;Train;4693
OC(=O)c1c(F)cc(cc1F)Br;203;Train;12893
CC(c1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1)O;188;Train;9532
N/N=C(/C(=O)c1cccc2c1cccc2)\c1ccccc1;152;Train;1849
O=S(=O)(C(F)(F)F)N(S(=O)(=O)C(F)(F)F)c1ccccn1;39;Train;6592
O1C[C@@H]1[C@H]1OC1;-19;Train;18843
OC(=O)CCCCCCCCCCCCC(=O)O;127;Train;10847
O=C1CC2(C=C1[Si](C)(C)C)CCCCC2;56;Train;21781
CCN(C(=O)C1CN(C)C2C(=C1)c1cccc3c1c(C2)c[nH]3)CC;82.5;Train;1173
OC(=O)Cc1c(F)c(F)c(c(c1F)F)F;109;Train;11438
NC(=O)NN=Cc1ccc2c(c1)cccc2Br;270;Train;5955
COc1ccc2c(c1)nc(s2)C;36;Train;17214
CC(=O)O[C@@H]1C[C@@H]2[C@]([C@@]1(O)C(=O)COC(=O)C)(C)C[C@@H]([C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F)O;235;Train;21856
OC(c1ccccc1)C(=O)OC1CC2CCC(C1)N2C;99.5;Train;23232
COc1ccc(cc1)C(=NCc1ccccc1)c1ccc(cc1)OC;90;Train;12488
O=C1OC(c2c1cccc2)OC1OC(=O)c2c1cccc2;222;Train;26991
CCc1cccc(c1)[N+](=O)[O-];-37.9;Train;2450
Clc1ccccc1S(=O)(=O)N;190;Train;1580
O=Cc1cc(Br)ccc1Br;95;Train;605
OCC(NCCCNC(CO)(CO)CO)(CO)CO;169;Train;1315
NC(=O)c1cccc(c1C)C;157;Train;1279
Oc1cc(F)c(c(c1)C(=O)O)F;182;Train;15771
CCCCCCCCCCCC[N+](C)(C)[O-];132.5;Train;23241
Cc1cccc(c2-c1cc(c2)C(C)C)C;32.3;Train;27284
O[C@H]1CC[C@]2([C@@H]([C@@H]1O)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C)C;221;Train;1820
O=C1C=C(C)C(=O)C(=C1)C;70;Train;16531
Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1C[C@H]([C@@H]2O)O)C;282;Train;14458
CCCCCCCCCCC(CC)C;-38;Train;16492
OC[C@H](c1ccccc1)C(=O)OC1CC2CCC(C1)N2C;141;Train;17843
OC(=O)C1CCC(C1(C)C)(C)C(=O)O;187;Train;17965
OC(=O)Cn1c(=O)sc2c1c(Cl)ccc2;193;Train;24784
CCCCCC#CCO;-18;Train;4515
O=Cc1ccc(cc1)NC(=O)C;156;Train;22309
c1ncc2c(n1)nc[nH]2;216.5;Train;4271
NC(=O)c1ccc(cc1)OC1CCNCC1;228;Train;3714
Brc1cc(cc(c1)C(=O)O)[N+](=O)[O-];160;Train;7421
CC[C@@H](C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)C;175;Train;4185
O=c1o[nH]c(c1)c1ccccc1;152;Train;1904
Clc1cnc(c(c1)Cl)N;82;Train;26118
CC(=O)OCCCS(=O)(=O)c1ccc(s1)S(=O)(=O)N;104;Train;17010
OC[C@@H]1O[C@H]([C@@H]([C@H]1O)O)n1cnc2c1[nH]c(N)nc2=O;239;Train;3862
N#Cc1cccnc1Oc1ccccc1;108;Train;869
COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C;155;Train;23456
[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1C)[N+](=O)[O-])C;184;Train;9238
NC(=S)c1cc2ccccc2oc1=N;254;Train;1406
C=CCOc1nc(OCC=C)nc(n1)OCC=C;27;Train;5837
Clc1ccc2c(c1)[nH]c(n2)S;300;Train;22763
CC(=O)Nc1ccc2-c3c(Cc2c1)cc(cc3)[N+](=O)[O-];262.5;Train;2776
S=C=Nc1ccccc1I;38;Train;5943
CNc1ncc(cc1C)I;72;Train;2148
COc1ccc(cc1Br)[N+](=O)[O-];106;Train;1000
BrCC(=O)c1cccs1;31;Train;1491
Fc1ccc(c(c1)F)N;-8;Train;15524
[O-][N+](=O)c1ccc2c3c1cccc3CC2;103.5;Train;3617
Nc1n[nH]cc1c1ccccc1;172;Train;12187
CC(CC1=C/C(=C/c2ccc(o2)c2ccccc2)/C(=O)O1)C;76;Train;23990
NCc1ccncc1;-7.6;Train;26021
CCCCCC(c1ccc(c(c1)O)O)O;109;Train;8032
CCCCCCCCCC[Si](OC)(OC)OC;-37;Train;6472
O=C(Cc1cccc(c1)O)OCc1ccccc1;80;Train;21931
CCN1C(=O)NC(C1=O)c1ccccc1;94;Train;6779
C=CCSCC=C;-83;Train;21627
CCn1cc(C(=O)O)c(=O)c2c1nc(nc2)N1CCCC1;315;Train;16540
OC(=O)[C@H](Cc1ccc(c(c1)O)O)N;277;Train;16874
O=C1CC[C@@]2(C(=C1)C=C[C@@H]1[C@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C;169.5;Train;6646
CCCCCCCCC(=O)O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2[C@@H](CCCC(C)C)C)C)C1)C;77;Train;25213
OC1CCC2(C(C1)CCC1C2CCC2(C1(O)CC(C2C1=CC(=O)OC1)O)C)C;234;Train;9300
OC(=O)C1CCC(C1(C)C)(C)/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C(=O)O;191;Train;11688
BrCC(=O)c1cc(cc(c1)C(=O)CBr)C(=O)CBr;111;Train;18727
CCOc1ccc(nn1)NS(=O)(=O)c1ccc(cc1)N;183;Train;6217
CCOc1cc2oc(=O)ccc2cc1;90;Train;10189
OC1CCC2(C(C1)CC1(C3C2CCC2(C3CCC32OCCO3)C)OCCO1)C;101;Train;20607
COc1ccc(cc1)CC(=O)O;87;Train;16220
COC1CN(CCCOc2ccc(cc2)F)CCC1NC(=O)c1cc(Cl)c(cc1OC)N;110;Train;19495
Oc1c(C)c(Br)c(c(c1Br)Br)Br;208;Train;4503
NNC(=S)NCCCN1CCOCC1;136;Train;24392
CCCOC/C(=N\c1ccc(cc1C(F)(F)F)Cl)/n1cncc1;63.5;Train;501
c1ccc(cc1)COc1ccc(cc1)OCc1ccccc1;127;Train;9599
CC(CC1=C/C(=C/c2ccc(o2)c2cccc(c2)[N+](=O)[O-])/C(=O)O1)C;164;Train;2171
COc1ccc(c(c1)C(=O)N)Br;160;Train;12473
CNC1=CC(=O)c2c(C1=O)cccc2;230;Train;4054
COc1cccc(c1)C(=O)C;-7;Train;14711
BrCCC(CBr)Br;-18;Train;19010
Ic1cc(I)c(c(c1)I)I;148;Train;18051
C1CC2CC1C1C2O1;123;Train;5795
O=Cc1ccc(cn1)Br;95;Train;15105
CNC(C(c1ccccc1)O)C;36;Train;6133
Fc1cccc(n1)C(=O)O;141;Train;28165
Clc1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl;230;Train;23829
CN1CCN(CC1)C(=O)CC(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)c1ccc(cc1)Cl;214;Train;6571
Cc1cc(Cc2cc(C)cc(c2O)C2(C)CCCCC2)c(c(c1)C1(C)CCCCC1)O;135;Train;1308
CC(=C)C(=C)C;-76;Train;2636
Oc1cccc(n1)F;127;Train;16942
O[C@H](COc1nsnc1N1CCOCC1)CNC(C)(C)C;202;Train;19014
Brc1cccc2c1C(=O)c1ccccc1C2=O;186.5;Train;14763
OCc1cc(O)c2c(c1)[C@H]([C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)c1c(C2=O)c(O)ccc1;148;Train;17545
OC(=O)Cc1sc(nc1c1ccc(cc1)Cl)c1ccccc1;161.5;Train;9411
[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1/C=C/c1ccc2c(c1)OCO2)/C=C/c1ccc2c(c1)OCO2;215;Train;444
Fc1cc(F)c(cc1[N+](=O)[O-])[N+](=O)[O-];74;Train;3944
OC(=O)c1ccc(c(c1)F)[N+](=O)[O-];175;Train;5288
CC(c1ccc(cc1)/C=C/[N+](=O)[O-])C;37;Train;16824
CC(=CCN1CC[C@@]2([C@H]([C@H]1Cc1c2cc(cc1)O)C)C)C;146.3;Train;1246
N#CC1=C(C#N)C(=O)C(=C(C1=O)Cl)Cl;215;Train;18320
Clc1cccc2c1c(Cl)ccc2;89;Train;18378
CCNc1nc(Cl)nc(n1)N(CC)CC;101;Train;2803
OCc1ccccc1S;32;Train;9013
ON(C(c1cc2c(s1)cccc2)C)C(=O)N;157;Train;10151
CC(=O)OC1CC2C(C(=O)C3(C1C14CCCC(C4CC3O)(COC1O)C)C2O)C;220;Train;10436
CCOC(=O)c1cc(n(n1)Cn1nc(cc1C)C(=O)OCC)C;130;Train;6266
Cc1cccc2c1nccc2;-80;Train;14247
CCCCCCCCCCCl;-31;Train;11995
CC(=O)OC1CCC2(C(C1)CCC1C2CCC2(C1CCC12OCCO1)C)C;153;Train;9922
CCOC(=O)/C(=N\Nc1ccc(cc1)Cl)/C#N;162;Train;12056
O=C(C1SC(=S)N(C1=O)c1ccccc1)c1ccccc1;159;Train;20378
CCCCCCCCCCCCCCCCCC(=O)OC(C)C;28;Train;13938
CCCCc1ccccc1O;-20;Train;5241
OCC1(C)CN(NC1=O)c1ccccc1;125;Train;27122
COC(=O)/C=C/c1ccccc1SC(C)(C)C;59.35;Train;2513
N#Cc1nc(I)ccc1I;194;Train;1003
OC(=O)COc1ccccc1C(=O)O;189;Train;18034
CC1OC1C;-80;Train;10062
ClC#CC1(O)CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O;176;Train;13541
CC(=O)c1ccccc1;20;Train;26152
CC(=O)Oc1ccccc1C(=O)OCC(=O)N1CCOCC1;97.5;Train;1337
COc1ccc(cc1)C(=O)c1ccc(cc1OC)OC;72;Train;21239
CC(=O)OC1CC2C(C1(C)CC2)(C)C;29;Train;7723
CP(=O)(O)O;105;Train;3771
Clc1cccnc1O;181;Train;6709
C1CCC=CC1;-104;Train;2645
BrCc1c(F)cccc1[N+](=O)[O-];52;Train;8715
CCCCC=O;-92;Train;3515
Cc1onc(c1S(=O)(=O)Cl)C;39;Train;799
CCCc1ccc(cc1)C#Cc1ccc(cc1)OC;61;Train;5805
BrCCCCC(=O)O;40;Train;12380
CC(CCCC(C1CCC2C1(C)CCC1C2CC(C2(C1(C)CCC(C2)O)O)OC(=O)C)C)C;141;Train;6931
CCCCOC(=O)CCCCCCCCC(=O)OCCCC;-11;Train;22558
Clc1ccc2c(c1)Oc1c(O2)cc(c(c1)Cl)Cl;162;Train;7971
C[C@H](C(=O)O)NC(=O)OC(C)(C)C;83;Train;19332
c1ccc(cc1)c1c2ccccc2cc2c1cccc2;156;Train;8883
BrCCC(=O)N1CCN(CC1)C(=O)CCBr;106;Train;7190
CSCC;-106;Train;4376
OC(=O)c1ccc(cc1)SC(F)(F)F;161;Train;10356
SCCCSCn1c(=S)oc2c1cccc2;188;Train;4656
N#CCc1ccc(cc1)OCc1ccccc1;68;Train;25049
COCC12CN(CC)C3C4(C2C(OC)C3C2(C3C4CC(C3O)(C(C2O)OC)O)O)C(CC1O)OC;132;Train;5568
NC(=O)Cc1ccncc1;146;Train;1981
Brc1cnc(nc1)N;233;Train;20034
C1CCS1;-73.2;Train;27168
Clc1ccc(cc1)/C=N/CC/N=C/c1ccc(cc1)Cl;125.35;Train;606
C1CC=CC=C1;-89;Train;2632
OC(=O)c1c(F)cccc1C(F)(F)F;86;Train;6146
COc1ccc2c(c1)C(=O)CC2;103;Train;5092
OCc1ccc(cc1C(F)(F)F)F;56;Train;7188
CCOC(=O)CS;-80;Train;8554
COc1c(/C=C/C(=O)O)ccc(c1OC)OC;174;Train;2731
Cc1cccc(n1)O;159;Train;2097
BrCC(=O)c1c(F)c(F)c(c(c1F)F)F;31;Train;8101
O=CN(c1ccccc1)C;11;Train;9822
OC(=O)C/C=C/1\C(O)C2(C(C1CC2)(C)C)C;52;Train;834
[O-][N+](=O)c1ccccc1n1cccc1;59;Train;10393
Cc1cc(C)c(cc1C1Oc2c(O1)c(Cl)c(c(c2Cl)Cl)Cl)C;188;Train;8316
CC1COC(=O)O1;-49;Train;26229
O=C(c1ccccc1)NN(C(C)(C)C)C(=O)c1ccccc1C(F)(F)F;172.5;Train;2074
O=Cc1cc(OC)c(cc1OCc1ccccc1)OC;140;Train;16397
CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)CC(=O)O)NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)CCNC(=O)OCC(C)C;229;Train;16568
COc1c(OC)ncnc1NS(=O)(=O)c1ccc(cc1)N;192;Train;5662
Cc1nnc(nc1C)c1ccccn1;85;Train;16801
CCCC(C1(CC)C(=O)NC(=O)NC1=O)C;129.5;Train;16794
CCC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@@H]2[C@]1(C)C[C@@H](C)C(=O)C2;128;Train;11274
CC1CCC(C(C1)OC(=O)c1ccc2c(c1)cccc2)C(C)C;76;Train;3082
OCc1cccc(c1)c1nnn[nH]1;209;Train;5004
CCC(C=O)(CCC#N)CC;97;Train;4521
COc1cc(/C=C/C(=O)O)ccc1OC(=O)C;195;Train;26999
Nc1c(N)cccc1N;103;Train;15180
OC1=C(Cl)C(=O)C(=C(C1=O)Cl)O;283;Train;22118
Brc1cc2c(-n3c(CN=C2c2ccccc2Cl)nnc3C)s1;213;Train;17363
CCN(c1nc(cc(n1)C)OP(=S)(OC)OC)CC;15;Train;3119
OC(=O)/C=C/c1cocc1;153;Train;15
O=C1CCN(N1)c1ccccc1;122;Train;9279
COc1ccc(cc1)/C=N/c1n[nH]c(n1)C(F)(F)F;172;Train;25653
O/N=C/c1ccccc1;35;Train;19045
CCCCCCCCCCCCCCCCOC(=O)C;-18.5;Train;3147
Oc1cccc(c1)N1CCOCC1;130;Train;9018
O=C1N=NC(=O)c2c1cc1CCCc1c2;310;Train;3453
CC(=O)c1cc(F)cc(c1)F;39;Train;24434
CNC(=O)n1cc(F)c(=O)[nH]c1=O;226.5;Train;24386
O=C(N1CCCCC1)SC(c1ccccc1)(C)C;39;Train;18144
FS(F)(F)(F)(F)F;-50.8;Train;3277
Cc1ccc(c(c1)Br)Br;-10;Train;19554
CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC;56.5;Train;2124
Fc1cc(F)c(c(c1)Br)S(=O)(=O)N;126;Train;12546
[O-][N+](=O)c1ccc(=O)n(c1)Cc1ccccc1;96;Train;23901
CCCCCCCCCCCCCCCCCCNC;44;Train;7893
SC[C@@H](C(=O)O)NC(=O)C;110;Train;6785
OC1c2ccccc2C=Cc2c1cccc2;126;Train;17590
O=C(N(C)C)Nc1ccc(c(c1)Cl)C;148.1;Train;3151
OC(=O)CC(c1cccc(c1)F)NC(=O)OC(C)(C)C;125;Train;10989
COc1cccc2c1C(=O)C2;35;Train;26266
CCC(OC(=O)CCC)(OC(=O)CCC)OC(=O)CCC;-75;Train;8930
COc1ccc(cc1)CCN1CCC(CC1)Nc1nc2c(n1Cc1ccc(cc1)F)cccc2;149;Train;7877
S=C(Nc1ccccc1C)Nc1ccccc1C;158;Train;6933
CCCCS(=O)(=O)CCCC;44;Train;4454
O=Cc1sc(c(c1)Br)Br;80;Train;23491
OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F;47;Train;1505
Oc1ccc(c(c1)O)C(=O)C;144;Train;14137
CCCCOc1ccc(cc1)O;65;Train;16836
OCC(C(c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl;150.5;Train;24977
OC1CCC2(C(C1)CCC1C2CCC2(C1(O)CCC2C1=CC(=O)OC1)C)C;253;Train;19783
OC(=O)c1ccnc(c1)C(=O)O;249;Train;5493
BrCC(=O)Oc1ccc(cc1)[N+](=O)[O-];86;Train;769
OC(C(F)(F)F)C(F)(F)F;-3;Train;6778
C=CCOC(=O)c1ccccc1C(=O)OCC=C;-70;Train;15061
O=Nc1ccccc1C;73.5;Train;9966
OC(=O)/C(=C\c1ccccc1)/Cc1ccccc1;158;Train;17364
ClC1CC2CC1CC2;-5;Train;11539
CCOC(=O)C(C(=O)OCC)Nc1cccc(c1)NC(C(=O)OCC)C(=O)OCC;79;Train;8156
C=CC(=O)NC(C)(C)C;129;Train;18505
CCOC(=O)c1ccncc1;23;Train;18246
